Organization Code,Organization Name,School Code,School Name,TOTAL,PCT_AmInd,PCT_Asian,PCT_Black,PCT_hisp,PCT_White,PCT_PI,PCT_2ormore,,,Created 11-5-12
0990,WIDEFIELD 3,8122,VENETUCCI ELEMENTARY SCHOOL,445,0.004494382,0.017977528,0.060674157,0.305617978,0.478651685,0.02247191,0.11011236,,,
0990,WIDEFIELD 3,8178,SPROUL JUNIOR HIGH SCHOOL,584,0.008561644,0.017123288,0.113013699,0.294520548,0.5,0.005136986,0.061643836,,,
0990,WIDEFIELD 3,8392,SUNRISE ELEMENTARY SCHOOL,675,0.014814815,0.014814815,0.114074074,0.244444444,0.518518519,0.008888889,0.084444444,,,
0990,WIDEFIELD 3,9294,WATSON JUNIOR HIGH SCHOOL,622,0.008038585,0.011254019,0.101286174,0.252411576,0.536977492,0.024115756,0.065916399,,,
0990,WIDEFIELD 3,9334,WEBSTER ELEMENTARY SCHOOL,643,0.00311042,0.00777605,0.090202177,0.262830482,0.531881804,0.018662519,0.085536547,,,
0990,WIDEFIELD 3,9560,DISCOVERY HIGH SCHOOL,67,0,0,0.089552239,0.253731343,0.626865672,0.014925373,0.014925373,,,
0990,WIDEFIELD 3,9562,WIDEFIELD ELEMENTARY SCHOOL,479,0.012526096,0.012526096,0.091858038,0.256784969,0.534446764,0.006263048,0.08559499,,,
0990,WIDEFIELD 3,9566,WIDEFIELD HIGH SCHOOL,1262,0.009508716,0.021394612,0.118066561,0.240095087,0.547543582,0.011093502,0.05229794,,,
0990,WIDEFIELD 3,9656,WIDEFIELD DISTRICT 3 PRESCHOOL,391,0.010230179,0.010230179,0.063938619,0.26342711,0.547314578,0.007672634,0.097186701,,,
1000,FOUNTAIN 8,0203,LORRAINE SECONDARY SCHOOL,109,0.009174312,0.009174312,0.064220183,0.220183486,0.605504587,0.018348624,0.073394495,,,
1000,FOUNTAIN 8,1332,CARSON MIDDLE SCHOOL,725,0.017931034,0.023448276,0.173793103,0.219310345,0.500689655,0.008275862,0.056551724,,,
1000,FOUNTAIN 8,1334,ABRAMS ELEMENTARY SCHOOL,492,0.016260163,0.008130081,0.12195122,0.231707317,0.550813008,0.006097561,0.06504065,,,
1000,FOUNTAIN 8,3027,EAGLESIDE ELEMENTARY SCHOOL,629,0.00317965,0.023847377,0.106518283,0.211446741,0.583465819,0.0063593,0.06518283,,,
1000,FOUNTAIN 8,3102,ARAGON ELEMENTARY SCHOOL,431,0.006960557,0.006960557,0.071925754,0.329466357,0.512761021,0.006960557,0.064965197,,,
1000,FOUNTAIN 8,3106,FOUNTAIN MIDDLE SCHOOL,980,0.004081633,0.01122449,0.106122449,0.236734694,0.559183673,0.003061224,0.079591837,,,
1000,FOUNTAIN 8,3108,MESA ELEMENTARY SCHOOL,437,0.004576659,0.018306636,0.073226545,0.249427918,0.574370709,0.013729977,0.066361556,,,
1000,FOUNTAIN 8,3110,FOUNTAIN-FORT CARSON HIGH SCHOOL,1645,0.009118541,0.023100304,0.174468085,0.221276596,0.488145897,0.004255319,0.079635258,,,
1000,FOUNTAIN 8,4474,JORDAHL ELEMENTARY SCHOOL,479,0.010438413,0.004175365,0.081419624,0.223382046,0.584551148,0.008350731,0.087682672,,,
1000,FOUNTAIN 8,6138,MOUNTAINSIDE ELEMENTARY SCHOOL,555,0.009009009,0.016216216,0.124324324,0.189189189,0.603603604,0.012612613,0.045045045,,,
1000,FOUNTAIN 8,6338,PATRIOT ELEMENTARY SCHOOL,626,0.011182109,0.023961661,0.178913738,0.204472843,0.480830671,0.017571885,0.083067093,,,
1000,FOUNTAIN 8,9610,WEIKEL ELEMENTARY SCHOOL,594,0.011784512,0.02020202,0.144781145,0.186868687,0.560606061,0.006734007,0.069023569,,,
1010,COLORADO SPRINGS 11,0269,ACHIEVEK12,193,0.010362694,0.010362694,0.077720207,0.243523316,0.601036269,0,0.056994819,,,
1010,COLORADO SPRINGS 11,0452,AUDUBON ELEMENTARY SCHOOL,340,0.014705882,0.005882353,0.055882353,0.297058824,0.523529412,0.005882353,0.097058824,,,
1010,COLORADO SPRINGS 11,0517,ACADEMY FOR ADVANCED AND CREATIVE LEARNING,244,0.008196721,0.036885246,0.012295082,0.131147541,0.786885246,0,0.024590164,,,
1010,COLORADO SPRINGS 11,0594,BATES ELEMENTARY SCHOOL,239,0.008368201,0.008368201,0.079497908,0.29707113,0.548117155,0,0.058577406,,,
1010,COLORADO SPRINGS 11,0871,THE BIJOU SCHOOL,104,0.019230769,0,0.028846154,0.192307692,0.673076923,0,0.086538462,,,
1010,COLORADO SPRINGS 11,1032,BRISTOL ELEMENTARY SCHOOL,225,0.008888889,0.004444444,0.035555556,0.351111111,0.528888889,0.004444444,0.066666667,,,
1010,COLORADO SPRINGS 11,1126,BUENA VISTA ELEMENTARY SCHOOL,221,0,0.022624434,0.004524887,0.126696833,0.764705882,0.009049774,0.07239819,,,
1010,COLORADO SPRINGS 11,1340,CARVER ELEMENTARY SCHOOL,363,0.005509642,0.011019284,0.074380165,0.41322314,0.393939394,0.008264463,0.093663912,,,
1010,COLORADO SPRINGS 11,1613,CHIPETA ELEMENTARY SCHOOL,461,0.004338395,0.05856833,0.019522777,0.095444685,0.754880694,0,0.067245119,,,
1010,COLORADO SPRINGS 11,1616,CIVA CHARTER ACADEMY,155,0,0.012903226,0.051612903,0.15483871,0.703225806,0.006451613,0.070967742,,,
1010,COLORADO SPRINGS 11,1625,MCAULIFFE ELEMENTARY,592,0.010135135,0.013513514,0.094594595,0.25,0.523648649,0.003378378,0.10472973,,,
1010,COLORADO SPRINGS 11,1798,COLUMBIA ELEMENTARY SCHOOL,315,0.006349206,0.003174603,0.06984127,0.295238095,0.520634921,0.003174603,0.101587302,,,
1010,COLORADO SPRINGS 11,1870,CORONADO HIGH SCHOOL,1416,0.008474576,0.017655367,0.040254237,0.210451977,0.642655367,0.003531073,0.076977401,,,
1010,COLORADO SPRINGS 11,1885,COMMUNITY PREP CHARTER SCHOOL,208,0.024038462,0,0.115384615,0.423076923,0.384615385,0,0.052884615,,,
1010,COLORADO SPRINGS 11,2202,DOHERTY HIGH SCHOOL,2172,0.006906077,0.022099448,0.055248619,0.217771639,0.608195212,0.003683241,0.086095764,,,
1010,COLORADO SPRINGS 11,2510,EDISON ELEMENTARY SCHOOL,242,0,0.012396694,0.049586777,0.479338843,0.417355372,0,0.041322314,,,
1010,COLORADO SPRINGS 11,2528,NIKOLA TESLA EDUCATION OPPORTUNITY CENTER,205,0.014634146,0.009756098,0.073170732,0.43902439,0.380487805,0,0.082926829,,,
1010,COLORADO SPRINGS 11,3175,FREEDOM ELEMENTARY SCHOOL,607,0.004942339,0.034596376,0.057660626,0.138385502,0.690280066,0.004942339,0.069192751,,,
1010,COLORADO SPRINGS 11,3218,FREMONT ELEMENTARY SCHOOL,445,0.002247191,0.017977528,0.060674157,0.247191011,0.570786517,0.008988764,0.092134831,,,
1010,COLORADO SPRINGS 11,3360,GALILEO SCHOOL OF MATH AND SCIENCE,659,0.007587253,0.009104704,0.103186646,0.344461305,0.450682853,0.006069803,0.078907436,,,
1010,COLORADO SPRINGS 11,3470,GLOBE CHARTER SCHOOL,192,0.015625,0.015625,0.119791667,0.208333333,0.567708333,0,0.072916667,,,
1010,COLORADO SPRINGS 11,3592,GRANT ELEMENTARY SCHOOL,506,0.011857708,0.037549407,0.079051383,0.290513834,0.462450593,0.005928854,0.112648221,,,
1010,COLORADO SPRINGS 11,3890,HUNT ELEMENTARY SCHOOL,428,0.018691589,0.007009346,0.205607477,0.455607477,0.245327103,0,0.067757009,,,
1010,COLORADO SPRINGS 11,3920,HENRY ELEMENTARY SCHOOL,411,0.00973236,0.03163017,0.075425791,0.304136253,0.518248175,0.00243309,0.058394161,,,
1010,COLORADO SPRINGS 11,4070,HOLMES MIDDLE SCHOOL,699,0.004291845,0.018597997,0.020028612,0.217453505,0.676680973,0,0.062947067,,,
1010,COLORADO SPRINGS 11,4090,MANN MIDDLE SCHOOL,520,0.015384615,0.034615385,0.059615385,0.3,0.515384615,0,0.075,,,
1010,COLORADO SPRINGS 11,4138,HOWBERT ELEMENTARY SCHOOL,310,0.003225806,0.009677419,0.012903226,0.212903226,0.709677419,0.003225806,0.048387097,,,
1010,COLORADO SPRINGS 11,4358,JACKSON ELEMENTARY SCHOOL,306,0.013071895,0.019607843,0.078431373,0.339869281,0.506535948,0,0.04248366,,,
1010,COLORADO SPRINGS 11,4424,JENKINS MIDDLE SCHOOL,946,0.007399577,0.033826638,0.053911205,0.16807611,0.66807611,0.005285412,0.063424947,,,
1010,COLORADO SPRINGS 11,4530,KELLER ELEMENTARY SCHOOL,530,0.00754717,0.009433962,0.022641509,0.309433962,0.569811321,0.003773585,0.077358491,,,
1010,COLORADO SPRINGS 11,5146,LIFE SKILLS CENTER OF COLORADO SPRINGS,263,0.019011407,0.003802281,0.197718631,0.380228137,0.349809886,0,0.049429658,,,
1010,COLORADO SPRINGS 11,5162,LINCOLN ELEMENTARY SCHOOL,182,0.005494505,0.016483516,0.054945055,0.406593407,0.368131868,0,0.148351648,,,
1010,COLORADO SPRINGS 11,5404,MADISON ELEMENTARY SCHOOL,388,0.005154639,0.015463918,0.082474227,0.306701031,0.474226804,0.00257732,0.113402062,,,
1010,COLORADO SPRINGS 11,5576,TWAIN ELEMENTARY SCHOOL,524,0.007633588,0.011450382,0.082061069,0.360687023,0.438931298,0.005725191,0.09351145,,,
1010,COLORADO SPRINGS 11,5604,KING ELEMENTARY SCHOOL,430,0,0.013953488,0.081395349,0.225581395,0.546511628,0.006976744,0.125581395,,,
1010,COLORADO SPRINGS 11,5610,MARTINEZ ELEMENTARY SCHOOL,638,0.006269592,0.037617555,0.042319749,0.181818182,0.647335423,0.001567398,0.0830721,,,
1010,COLORADO SPRINGS 11,5878,MIDLAND ELEMENTARY SCHOOL,158,0.006329114,0.012658228,0.03164557,0.373417722,0.518987342,0,0.056962025,,,
1010,COLORADO SPRINGS 11,5948,MITCHELL HIGH SCHOOL,1037,0.011571842,0.019286403,0.118611379,0.396335583,0.397299904,0.003857281,0.053037608,,,
1010,COLORADO SPRINGS 11,5988,MONROE ELEMENTARY SCHOOL,401,0.012468828,0.019950125,0.059850374,0.658354115,0.204488778,0,0.044887781,,,
1010,COLORADO SPRINGS 11,6306,NORTH MIDDLE SCHOOL,663,0.013574661,0.015082956,0.064856712,0.257918552,0.558069382,0.001508296,0.088989442,,,
1010,COLORADO SPRINGS 11,6680,PALMER HIGH SCHOOL,2024,0.013833992,0.020750988,0.054841897,0.25444664,0.585474308,0.000988142,0.069664032,,,
1010,COLORADO SPRINGS 11,6856,PENROSE ELEMENTARY SCHOOL,407,0.007371007,0.007371007,0.058968059,0.312039312,0.511056511,0.004914005,0.098280098,,,
1010,COLORADO SPRINGS 11,7228,QUEEN PALMER ELEMENTARY SCHOOL,266,0.026315789,0.011278195,0.12406015,0.360902256,0.394736842,0,0.082706767,,,
1010,COLORADO SPRINGS 11,7482,ROOSEVELT EDISON CHARTER SCHOOL,715,0.015384615,0.008391608,0.093706294,0.664335664,0.179020979,0.004195804,0.034965035,,,
1010,COLORADO SPRINGS 11,7513,RUDY ELEMENTARY SCHOOL,450,0.004444444,0.013333333,0.057777778,0.177777778,0.682222222,0,0.064444444,,,
1010,COLORADO SPRINGS 11,7523,RUSSELL MIDDLE SCHOOL,709,0.009873061,0.011283498,0.067700987,0.259520451,0.574047955,0.005641749,0.071932299,,,
1010,COLORADO SPRINGS 11,7556,SABIN MIDDLE SCHOOL,842,0.008313539,0.010688836,0.087885986,0.302850356,0.524940618,0.001187648,0.064133017,,,
1010,COLORADO SPRINGS 11,7705,SCOTT ELEMENTARY SCHOOL,657,0.00304414,0.03348554,0.079147641,0.143074581,0.666666667,0.00761035,0.066971081,,,
1010,COLORADO SPRINGS 11,8246,STEELE ELEMENTARY SCHOOL,272,0,0.018382353,0.007352941,0.0625,0.852941176,0,0.058823529,,,
1010,COLORADO SPRINGS 11,8346,STRATTON ELEMENTARY SCHOOL,333,0.012012012,0.009009009,0.036036036,0.198198198,0.687687688,0,0.057057057,,,
1010,COLORADO SPRINGS 11,8359,SPACE TECHNOLOGY AND ARTS ACADEMY (STAR ACADEMY),446,0.004484305,0.00896861,0.179372197,0.446188341,0.278026906,0,0.082959641,,,
1010,COLORADO SPRINGS 11,8457,JACK SWIGERT AEROSPACE ACADEMY,513,0.01754386,0.007797271,0.157894737,0.518518519,0.259259259,0,0.038986355,,,
1010,COLORADO SPRINGS 11,8466,TAYLOR ELEMENTARY SCHOOL,261,0,0.011494253,0.057471264,0.203065134,0.639846743,0,0.088122605,,,
1010,COLORADO SPRINGS 11,8902,TRAILBLAZER ELEMENTARY SCHOOL,378,0,0.021164021,0.015873016,0.182539683,0.724867725,0,0.055555556,,,
1010,COLORADO SPRINGS 11,9298,WASSON HIGH SCHOOL,996,0.015060241,0.030120482,0.120481928,0.330321285,0.423694779,0.003012048,0.077309237,,,
1010,COLORADO SPRINGS 11,9404,WEST INTERGENERATIONAL CENTER,270,0.014814815,0.007407407,0.066666667,0.311111111,0.533333333,0,0.066666667,,,
1010,COLORADO SPRINGS 11,9445,WEST ELEMENTARY SCHOOL,358,0.005586592,0.002793296,0.044692737,0.335195531,0.530726257,0.002793296,0.078212291,,,
1010,COLORADO SPRINGS 11,9618,ROGERS ELEMENTARY SCHOOL,268,0.003731343,0.018656716,0.078358209,0.496268657,0.343283582,0,0.059701493,,,
1010,COLORADO SPRINGS 11,9660,WILSON ELEMENTARY SCHOOL,406,0.009852217,0.022167488,0.110837438,0.5591133,0.231527094,0,0.066502463,,,
1020,CHEYENNE MOUNTAIN 12,1582,CHEYENNE MOUNTAIN CHARTER ACADEMY,798,0.005012531,0.033834586,0.055137845,0.231829574,0.607769424,0.001253133,0.065162907,,,
1020,CHEYENNE MOUNTAIN 12,1586,CHEYENNE MOUNTAIN ELEMENTARY SCHOOL,324,0,0.043209877,0.009259259,0.070987654,0.833333333,0,0.043209877,,,
1020,CHEYENNE MOUNTAIN 12,1588,CHEYENNE MOUNTAIN JUNIOR HIGH SCHOOL,624,0.006410256,0.028846154,0.022435897,0.107371795,0.810897436,0.003205128,0.020833333,,,
1020,CHEYENNE MOUNTAIN 12,1590,CHEYENNE MOUNTAIN HIGH SCHOOL,1325,0.006792453,0.046792453,0.02490566,0.126037736,0.769811321,0.005283019,0.020377358,,,
1020,CHEYENNE MOUNTAIN 12,1592,BROADMOOR ELEMENTARY SCHOOL,318,0.018867925,0.012578616,0.009433962,0.116352201,0.795597484,0,0.047169811,,,
1020,CHEYENNE MOUNTAIN 12,1596,CANON ELEMENTARY SCHOOL,131,0,0.038167939,0,0.076335878,0.847328244,0,0.038167939,,,
1020,CHEYENNE MOUNTAIN 12,1604,SKYWAY PARK ELEMENTARY SCHOOL,315,0.006349206,0.00952381,0.012698413,0.161904762,0.771428571,0,0.038095238,,,
1020,CHEYENNE MOUNTAIN 12,3482,GOLD CAMP ELEMENTARY SCHOOL,453,0.006622517,0.026490066,0.011037528,0.097130243,0.818984547,0,0.039735099,,,
1020,CHEYENNE MOUNTAIN 12,6953,PINON VALLEY ELEMENTARY SCHOOL,324,0.00308642,0.046296296,0.018518519,0.098765432,0.768518519,0.00308642,0.061728395,,,
1030,MANITOU SPRINGS 14,5460,MANITOU SPRINGS ELEMENTARY SCHOOL,472,0.004237288,0.014830508,0.008474576,0.120762712,0.790254237,0.002118644,0.059322034,,,
1030,MANITOU SPRINGS 14,5464,MANITOU SPRINGS MIDDLE SCHOOL,372,0.008064516,0.005376344,0.005376344,0.099462366,0.830645161,0,0.051075269,,,
1030,MANITOU SPRINGS 14,5468,MANITOU SPRINGS HIGH SCHOOL,520,0.007692308,0.007692308,0.005769231,0.090384615,0.844230769,0,0.044230769,,,
1030,MANITOU SPRINGS 14,9010,UTE PASS ELEMENTARY SCHOOL,146,0,0.01369863,0,0.047945205,0.890410959,0,0.047945205,,,
1040,ACADEMY 20,0017,ACADEMY ENDEAVOUR ELEMENTARY SCHOOL,629,0.001589825,0.034976153,0.030206677,0.141494436,0.73608903,0.004769475,0.050874404,,,
1040,ACADEMY 20,0019,ACADEMY INTERNATIONAL ELEMENTARY SCHOOL,728,0.001373626,0.10989011,0.04532967,0.103021978,0.690934066,0.006868132,0.042582418,,,
1040,ACADEMY 20,0074,CHALLENGER MIDDLE SCHOOL,720,0.002777778,0.026388889,0.011111111,0.104166667,0.813888889,0.002777778,0.038888889,,,
1040,ACADEMY 20,0076,AIR ACADEMY HIGH SCHOOL,1388,0.004322767,0.027377522,0.031700288,0.101585014,0.775936599,0.007925072,0.051152738,,,
1040,ACADEMY 20,0110,ACADEMY ONLINE HIGH SCHOOL,32,0,0.0625,0,0.09375,0.84375,0,0,,,
1040,ACADEMY 20,0209,ASPEN VALLEY HIGH SCHOOL,99,0.01010101,0.02020202,0.02020202,0.161616162,0.747474747,0,0.04040404,,,
1040,ACADEMY 20,0249,ANTELOPE TRAILS ELEMENTARY SCHOOL,537,0.001862197,0.022346369,0.009310987,0.117318436,0.817504655,0.001862197,0.029795158,,,
1040,ACADEMY 20,1615,CHINOOK TRAIL ELEMENTARY SCHOOL,483,0.00621118,0.062111801,0.016563147,0.103519669,0.728778468,0.004140787,0.078674948,,,
1040,ACADEMY 20,1627,THE CLASSICAL ACADEMY CHARTER,2051,0.004388103,0.030229157,0.015114578,0.088249634,0.821062896,0.001950268,0.039005363,,,
1040,ACADEMY 20,1629,THE CLASSICAL ACADEMY MIDDLE SCHOOL,434,0,0.01843318,0.01843318,0.078341014,0.84562212,0,0.039170507,,,
1040,ACADEMY 20,1630,THE CLASSICAL ACADEMY HIGH SCHOOL,589,0,0.013582343,0.027164686,0.05942275,0.860780985,0.003395586,0.03565365,,,
1040,ACADEMY 20,2195,DISCOVERY CANYON CAMPUS SCHOOL,2296,0.004355401,0.031358885,0.024825784,0.101045296,0.787456446,0.003919861,0.047038328,,,
1040,ACADEMY 20,2248,DOUGLASS VALLEY ELEMENTARY SCHOOL,383,0.007832898,0.007832898,0.065274151,0.164490862,0.639686684,0.007832898,0.107049608,,,
1040,ACADEMY 20,2358,EAGLEVIEW MIDDLE SCHOOL,937,0.007470651,0.025613661,0.037353255,0.127001067,0.748132337,0.003201708,0.051227321,,,
1040,ACADEMY 20,2524,EDITH WOLFORD ELEMENTARY SCHOOL,353,0.008498584,0.005665722,0.008498584,0.099150142,0.815864023,0.002832861,0.059490085,,,
1040,ACADEMY 20,2800,EXPLORER ELEMENTARY SCHOOL,522,0.001915709,0.013409962,0.026819923,0.14559387,0.745210728,0.001915709,0.0651341,,,
1040,ACADEMY 20,3104,FOOTHILLS ELEMENTARY SCHOOL,430,0,0.030232558,0.018604651,0.146511628,0.734883721,0.002325581,0.06744186,,,
1040,ACADEMY 20,3238,FRONTIER ELEMENTARY SCHOOL,417,0.009592326,0.035971223,0.076738609,0.143884892,0.685851319,0.002398082,0.045563549,,,
1040,ACADEMY 20,3985,HIGH PLAINS ELEMENTARY SCHOOL,388,0.005154639,0.043814433,0.020618557,0.211340206,0.62628866,0,0.092783505,,,
1040,ACADEMY 20,5126,LIBERTY HIGH SCHOOL,1537,0.003903709,0.026024723,0.031880286,0.137280416,0.749512036,0.002602472,0.048796357,,,
1040,ACADEMY 20,6140,MOUNTAIN RIDGE MIDDLE SCHOOL,1052,0.004752852,0.064638783,0.038973384,0.146387833,0.681558935,0.002851711,0.060836502,,,
1040,ACADEMY 20,6158,MOUNTAIN VIEW ELEMENTARY SCHOOL,580,0.003448276,0.070689655,0.020689655,0.098275862,0.739655172,0.005172414,0.062068966,,,
1040,ACADEMY 20,6937,PINE CREEK HIGH SCHOOL,1462,0.005471956,0.031463748,0.027359781,0.102599179,0.794801642,0.006155951,0.032147743,,,
1040,ACADEMY 20,6960,PIONEER ELEMENTARY SCHOOL,425,0.007058824,0.037647059,0.051764706,0.249411765,0.602352941,0.009411765,0.042352941,,,
1040,ACADEMY 20,7159,PRAIRIE HILLS ELEMENTARY SCHOOL,528,0.007575758,0.017045455,0.020833333,0.128787879,0.753787879,0.009469697,0.0625,,,
1040,ACADEMY 20,7240,RAMPART HIGH SCHOOL,1589,0.00566394,0.073001888,0.044052863,0.14159849,0.68156073,0.004405286,0.049716803,,,
1040,ACADEMY 20,7247,RANCH CREEK ELEMENTARY,460,0.004347826,0.023913043,0.036956522,0.12173913,0.773913043,0.002173913,0.036956522,,,
1040,ACADEMY 20,7460,ROCKRIMMON ELEMENTARY SCHOOL,344,0.005813953,0.031976744,0.031976744,0.127906977,0.729651163,0,0.072674419,,,
1040,ACADEMY 20,8779,TCA COLLEGE PATHWAYS,424,0.004716981,0.009433962,0.011792453,0.068396226,0.860849057,0.009433962,0.035377358,,,
1040,ACADEMY 20,8813,THE DA VINCI ACADEMY SCHOOL,397,0.007556675,0.065491184,0.037783375,0.103274559,0.707808564,0.005037783,0.073047859,,,
1040,ACADEMY 20,8851,TIMBERVIEW MIDDLE SCHOOL,1076,0.003717472,0.026022305,0.039962825,0.132899628,0.735130112,0.001858736,0.060408922,,,
1040,ACADEMY 20,9714,WOODMEN-ROBERTS ELEMENTARY SCHOOL,367,0.002724796,0.040871935,0.016348774,0.103542234,0.795640327,0,0.040871935,,,
1050,ELLICOTT 22,2638,ELLICOTT ELEMENTARY SCHOOL,531,0.003766478,0.009416196,0.028248588,0.265536723,0.653483992,0,0.039548023,,,
1050,ELLICOTT 22,2640,ELLICOTT MIDDLE SCHOOL,218,0,0,0.041284404,0.224770642,0.688073394,0.004587156,0.041284404,,,
1050,ELLICOTT 22,2642,ELLICOTT SENIOR HIGH SCHOOL,254,0.007874016,0.003937008,0.023622047,0.216535433,0.724409449,0,0.023622047,,,
1060,PEYTON 23 JT,6898,PEYTON ELEMENTARY SCHOOL,346,0.020231214,0.011560694,0.014450867,0.083815029,0.849710983,0,0.020231214,,,
1060,PEYTON 23 JT,6902,PEYTON JUNIOR/SENIOR HIGH SCHOOL,308,0.035714286,0.003246753,0.006493506,0.068181818,0.876623377,0,0.00974026,,,
1070,HANOVER 28,3758,HANOVER JUNIOR-SENIOR HIGH SCHOOL,129,0.031007752,0.023255814,0.015503876,0.263565891,0.666666667,0,0,,,
1070,HANOVER 28,6701,PRAIRIE HEIGHTS ELEMENTARY SCHOOL,79,0,0,0.025316456,0.658227848,0.316455696,0,0,,,
1080,LEWIS-PALMER 38,3539,BEAR CREEK ELEMENTARY SCHOOL,715,0.006993007,0.023776224,0.006993007,0.102097902,0.804195804,0,0.055944056,,,
1080,LEWIS-PALMER 38,4686,RAY E KILMER ELEMENTARY SCHOOL,385,0.002597403,0.036363636,0,0.083116883,0.831168831,0,0.046753247,,,
1080,LEWIS-PALMER 38,5093,MONUMENT CHARTER ACADEMY,925,0,0.028108108,0.011891892,0.090810811,0.83027027,0,0.038918919,,,
1080,LEWIS-PALMER 38,5096,LEWIS-PALMER ELEMENTARY SCHOOL,434,0.013824885,0.059907834,0.004608295,0.099078341,0.771889401,0.00921659,0.041474654,,,
1080,LEWIS-PALMER 38,5098,LEWIS-PALMER MIDDLE SCHOOL,815,0.008588957,0.020858896,0.008588957,0.10797546,0.812269939,0.002453988,0.039263804,,,
1080,LEWIS-PALMER 38,5100,LEWIS-PALMER HIGH SCHOOL,943,0.003181336,0.031813362,0.010604454,0.064687169,0.846235419,0.001060445,0.042417815,,,
1080,LEWIS-PALMER 38,6678,PALMER RIDGE HIGH SCHOOL,1123,0.011576135,0.018699911,0.011576135,0.093499555,0.825467498,0.000890472,0.038290294,,,
1080,LEWIS-PALMER 38,6682,PALMER LAKE ELEMENTARY SCHOOL,373,0.013404826,0.032171582,0.002680965,0.168900804,0.737265416,0.00536193,0.040214477,,,
1080,LEWIS-PALMER 38,7165,PRAIRIE WINDS ELEMENTARY SCHOOL,363,0.002754821,0.019283747,0.011019284,0.068870523,0.8815427,0,0.016528926,,,
1110,FALCON 49,0555,BANNING LEWIS RANCH ACADEMY,742,0.013477089,0.059299191,0.070080863,0.136118598,0.702156334,0.002695418,0.016172507,,,
1110,FALCON 49,1618,EVANS INTERNATIONAL ELEMENTARY SCHOOL,679,0.014727541,0.029455081,0.114874816,0.217967599,0.509572901,0,0.113402062,,,
1110,FALCON 49,2877,FALCON VIRTUAL ACADEMY,362,0.002762431,0.022099448,0.019337017,0.127071823,0.76519337,0.008287293,0.055248619,,,
1110,FALCON 49,2902,FALCON ELEMENTARY SCHOOL,341,0,0.011730205,0.041055718,0.190615836,0.692082111,0.005865103,0.058651026,,,
1110,FALCON 49,2906,FALCON MIDDLE SCHOOL,911,0.005488474,0.018660812,0.041712404,0.149286498,0.740944018,0.001097695,0.042810099,,,
1110,FALCON 49,2908,FALCON HIGH SCHOOL,1239,0.008878128,0.02259887,0.054075868,0.13559322,0.739305892,0.004035513,0.03551251,,,
1110,FALCON 49,4102,HORIZON MIDDLE SCHOOL,615,0.006504065,0.02601626,0.100813008,0.227642276,0.554471545,0.006504065,0.07804878,,,
1110,FALCON 49,4251,THE IMAGINE CLASSICAL ACADEMY AT INDIGO RANCH,802,0.004987531,0.014962594,0.057356608,0.164588529,0.670822943,0.009975062,0.077306733,,,
1110,FALCON 49,5779,MERIDIAN RANCH INTERNATIONAL SCHOOL,607,0.006589786,0.02306425,0.026359143,0.136738056,0.73970346,0,0.067545305,,,
1110,FALCON 49,6483,ODYSSEY ELEMENTARY SCHOOL,564,0.007092199,0.037234043,0.095744681,0.203900709,0.604609929,0.003546099,0.04787234,,,
1110,FALCON 49,6810,PATRIOT LEARNING CENTER,233,0.021459227,0.021459227,0.064377682,0.21888412,0.630901288,0,0.042918455,,,
1110,FALCON 49,6935,PIKES PEAK SCHOOL EXPEDITIONARY LEARNING,396,0.007575758,0.012626263,0.032828283,0.070707071,0.853535354,0.005050505,0.017676768,,,
1110,FALCON 49,7317,REMINGTON ELEMENTARY SCHOOL,593,0,0.023608769,0.082630691,0.254637437,0.536256324,0.008431703,0.094435076,,,
1110,FALCON 49,7339,RIDGEVIEW ELEMENTARY SCHOOL,701,0.004279601,0.041369472,0.049928673,0.236804565,0.604850214,0.002853067,0.059914408,,,
1110,FALCON 49,7463,ROCKY MOUNTAIN CLASSICAL ACADEMY,892,0,0.01793722,0.034753363,0.151345291,0.72309417,0.001121076,0.071748879,,,
1110,FALCON 49,7613,SAND CREEK HIGH SCHOOL,1175,0.010212766,0.059574468,0.118297872,0.203404255,0.559148936,0.006808511,0.042553191,,,
1110,FALCON 49,7960,SKYVIEW MIDDLE SCHOOL,1024,0.006835938,0.049804688,0.087890625,0.208984375,0.576171875,0.000976563,0.069335938,,,
1110,FALCON 49,8010,SPRINGS RANCH ELEMENTARY SCHOOL,702,0.004273504,0.058404558,0.084045584,0.179487179,0.602564103,0.002849003,0.068376068,,,
1110,FALCON 49,8266,STETSON ELEMENTARY SCHOOL,624,0,0.048076923,0.088141026,0.205128205,0.592948718,0.003205128,0.0625,,,
1110,FALCON 49,8791,VISTA RIDGE HIGH SCHOOL,1147,0.007846556,0.046207498,0.114210985,0.179598954,0.602441151,0.003487358,0.046207498,,,
1110,FALCON 49,9706,WOODMEN HILLS ELEMENTARY SCHOOL,714,0.005602241,0.018207283,0.026610644,0.128851541,0.763305322,0.00140056,0.056022409,,,
1120,EDISON 54 JT,2504,EDISON ACADEMY,73,0,0.01369863,0,0.095890411,0.890410959,0,0,,,
1120,EDISON 54 JT,2514,EDISON ELEMENTARY SCHOOL,63,0,0,0,0.015873016,0.984126984,0,0,,,
1120,EDISON 54 JT,2526,EDISON JUNIOR-SENIOR HIGH SCHOOL,54,0,0,0,0.018518519,0.981481481,0,0,,,
