Record_no,SPF_DIST_NUMBER,SPF_DISTRICT_NAME,SPF_SCHOOL_NUMBER,SPF_SCHOOL_NAME,SPF_EMH_CODE,SPF_INCLUDED_EMH_FOR_A,rate_at.5_chng_ach,rate_at.5_chng_growth,pct_pts_chng_.5
511,1010,COLORADO SPRINGS 11,3218,FREMONT ELEMENTARY SCHOOL,E,E,2,3,2
512,1010,COLORADO SPRINGS 11,3360,GALILEO SCHOOL OF MATH AND SCIENCE,M,M,1,2,2
513,1010,COLORADO SPRINGS 11,3470,GLOBE CHARTER SCHOOL,E,E,2,3,2
514,1010,COLORADO SPRINGS 11,3592,GRANT ELEMENTARY SCHOOL,E,E,2,2,2
515,1010,COLORADO SPRINGS 11,3920,HENRY ELEMENTARY SCHOOL,E,E,2,2,2
516,1010,COLORADO SPRINGS 11,4070,HOLMES MIDDLE SCHOOL,M,M,2,2,2
517,1010,COLORADO SPRINGS 11,4138,HOWBERT ELEMENTARY SCHOOL,E,E,2,3,3
518,1010,COLORADO SPRINGS 11,3890,HUNT ELEMENTARY SCHOOL,E,E,1,3,3
519,1010,COLORADO SPRINGS 11,8457,JACK SWIGERT AEROSPACE ACADEMY,M,M,1,2,3
520,1010,COLORADO SPRINGS 11,4358,JACKSON ELEMENTARY SCHOOL,E,E,2,3,2
521,1010,COLORADO SPRINGS 11,4424,JENKINS MIDDLE SCHOOL,M,M,2,2,2
522,1010,COLORADO SPRINGS 11,4530,KELLER ELEMENTARY SCHOOL,E,E,2,2,3
523,1010,COLORADO SPRINGS 11,5604,KING ELEMENTARY SCHOOL,E,E,1,2,2
524,1010,COLORADO SPRINGS 11,5146,LIFE SKILLS CENTER OF COLORADO SPRINGS,H,H,,,1
525,1010,COLORADO SPRINGS 11,5162,LINCOLN ELEMENTARY SCHOOL,E,E,3,3,3
526,1010,COLORADO SPRINGS 11,5404,MADISON ELEMENTARY SCHOOL,E,E,2,3,2
527,1010,COLORADO SPRINGS 11,4090,MANN MIDDLE SCHOOL,M,M,1,2,2
528,1010,COLORADO SPRINGS 11,5610,MARTINEZ ELEMENTARY SCHOOL,E,E,2,3,2
529,1010,COLORADO SPRINGS 11,1625,MCAULIFFE ELEMENTARY,E,E,2,3,3
530,1010,COLORADO SPRINGS 11,5878,MIDLAND ELEMENTARY SCHOOL,E,E,2,1,1
531,1010,COLORADO SPRINGS 11,5948,MITCHELL HIGH SCHOOL,H,H,1,2,2
532,1010,COLORADO SPRINGS 11,5988,MONROE ELEMENTARY SCHOOL,E,E,3,2,3
533,1010,COLORADO SPRINGS 11,2528,NIKOLA TESLA EDUCATION OPPORTUNITY CENTER,M,MH,3,3,3
534,1010,COLORADO SPRINGS 11,2528,NIKOLA TESLA EDUCATION OPPORTUNITY CENTER,H,MH,3,2,2
535,1010,COLORADO SPRINGS 11,6306,NORTH MIDDLE SCHOOL,M,M,1,2,2
536,1010,COLORADO SPRINGS 11,6680,PALMER HIGH SCHOOL,H,H,2,3,2
537,1010,COLORADO SPRINGS 11,6856,PENROSE ELEMENTARY SCHOOL,E,E,2,1,1
538,1010,COLORADO SPRINGS 11,7228,QUEEN PALMER ELEMENTARY SCHOOL,E,E,2,3,3
539,1010,COLORADO SPRINGS 11,9618,ROGERS ELEMENTARY SCHOOL,E,E,2,2,2
540,1010,COLORADO SPRINGS 11,7482,ROOSEVELT EDISON CHARTER SCHOOL,E,E,2,2,3
541,1010,COLORADO SPRINGS 11,7513,RUDY ELEMENTARY SCHOOL,E,E,2,2,2
542,1010,COLORADO SPRINGS 11,7523,RUSSELL MIDDLE SCHOOL,M,M,2,2,2
543,1010,COLORADO SPRINGS 11,7556,SABIN MIDDLE SCHOOL,M,M,2,2,3
544,1010,COLORADO SPRINGS 11,7705,SCOTT ELEMENTARY SCHOOL,E,E,2,1,1
545,1010,COLORADO SPRINGS 11,8359,SPACE TECHNOLOGY AND ARTS ACADEMY (STAR ACADEMY),E,EM,3,1,2
546,1010,COLORADO SPRINGS 11,8359,SPACE TECHNOLOGY AND ARTS ACADEMY (STAR ACADEMY),M,EM,3,3,2
547,1010,COLORADO SPRINGS 11,8246,STEELE ELEMENTARY SCHOOL,E,E,2,2,2
548,1010,COLORADO SPRINGS 11,8346,STRATTON ELEMENTARY SCHOOL,E,E,2,3,2
549,1010,COLORADO SPRINGS 11,8466,TAYLOR ELEMENTARY SCHOOL,E,E,2,3,3
550,1010,COLORADO SPRINGS 11,0871,THE BIJOU SCHOOL,H,H,,,1
551,1010,COLORADO SPRINGS 11,8902,TRAILBLAZER ELEMENTARY SCHOOL,E,E,1,2,2
552,1010,COLORADO SPRINGS 11,5576,TWAIN ELEMENTARY SCHOOL,E,E,3,2,2
553,1010,COLORADO SPRINGS 11,9298,WASSON HIGH SCHOOL,H,H,1,2,1
554,1010,COLORADO SPRINGS 11,9445,WEST ELEMENTARY SCHOOL,E,E,1,2,2
555,1010,COLORADO SPRINGS 11,9404,WEST INTERGENERATIONAL CENTER,M,M,2,2,2
556,1010,COLORADO SPRINGS 11,9660,WILSON ELEMENTARY SCHOOL,E,E,2,3,3
557,1160,COTOPAXI RE3,3220,COTOPAXI ELEMENTARY SCHOOL,E,E,3,3,3
558,1160,COTOPAXI RE3,3228,COTOPAXI JUNIORSENIOR HIGH SCHOOL,M,MH,2,3,3
559,1160,COTOPAXI RE3,3228,COTOPAXI JUNIORSENIOR HIGH SCHOOL,H,MH,1,2,2
560,2010,CREEDE SCHOOL DISTRICT,1966,CREEDE MIDDLE/HIGH SCHOOL,M,MH,2,,2
561,2010,CREEDE SCHOOL DISTRICT,1966,CREEDE MIDDLE/HIGH SCHOOL,H,MH,,,3
562,2010,CREEDE SCHOOL DISTRICT,1962,LAMB ELEMENTARY SCHOOL,E,E,2,,3
563,3010,CRIPPLE CREEKVICTOR RE1,9080,CRESSON ELEMENTARY SCHOOL,E,E,3,3,3
564,3010,CRIPPLE CREEKVICTOR RE1,2024,CRIPPLE CREEKVICTOR JUNIORSENIOR HIGH SCHOOL,M,MH,3,3,2
565,3010,CRIPPLE CREEKVICTOR RE1,2024,CRIPPLE CREEKVICTOR JUNIORSENIOR HIGH SCHOOL,H,MH,1,2,2
566,0770,CROWLEY COUNTY RE1J,2050,CROWLEY COUNTY ELEMENTARY SCHOOL,E,E,1,3,2
567,0770,CROWLEY COUNTY RE1J,2058,CROWLEY COUNTY HIGH SCHOOL,H,H,3,2,2
568,0770,CROWLEY COUNTY RE1J,2054,CROWLEY COUNTY WARD MIDDLE SCHOOL,M,M,2,1,1
569,0860,CUSTER COUNTY SCHOOL DISTRICT C1,2088,CUSTER COUNTY ELEMENTARY SCHOOL,E,E,2,1,2
570,0860,CUSTER COUNTY SCHOOL DISTRICT C1,2092,CUSTER COUNTY HIGH SCHOOL,H,H,2,2,2
571,0860,CUSTER COUNTY SCHOOL DISTRICT C1,2091,CUSTER MIDDLE SCHOOL,M,M,3,3,3
572,1980,DE BEQUE 49JT,2122,DE BEQUE ELEMENTARY SCHOOL,E,E,1,,1
573,1980,DE BEQUE 49JT,2126,DE BEQUE UNDIVIDED HIGH SCHOOL,M,MH,,,1
574,1980,DE BEQUE 49JT,2126,DE BEQUE UNDIVIDED HIGH SCHOOL,H,MH,,,3
575,0170,DEER TRAIL 26J,2136,DEER TRAIL ELEMENTARY SCHOOL,E,E,1,3,2
576,0170,DEER TRAIL 26J,2140,DEER TRAIL JUNIORSENIOR HIGH SCHOOL,M,MH,1,1,2
577,0170,DEER TRAIL 26J,2140,DEER TRAIL JUNIORSENIOR HIGH SCHOOL,H,MH,2,1,2
578,2730,DEL NORTE C7,2150,DEL NORTE HIGH SCHOOL,H,H,2,2,2
579,2730,DEL NORTE C7,2148,DEL NORTE MIDDLE SCHOOL,M,M,1,1,1
580,2730,DEL NORTE C7,8960,UNDERWOOD ELEMENTARY SCHOOL,E,E,3,3,3
581,0870,DELTA COUNTY 50(J),4182,CEDAREDGE ELEMENTARY SCHOOL,E,E,2,1,2
582,0870,DELTA COUNTY 50(J),1372,CEDAREDGE HIGH SCHOOL,H,H,3,1,2
583,0870,DELTA COUNTY 50(J),1375,CEDAREDGE MIDDLE SCHOOL,M,M,2,2,2
584,0870,DELTA COUNTY 50(J),1952,CRAWFORD ELEMENTARY SCHOOL,E,E,1,1,1
585,0870,DELTA COUNTY 50(J),2152,DELTA ACADEMY OF APPLIED LEARNING,E,EM,,,1
586,0870,DELTA COUNTY 50(J),2152,DELTA ACADEMY OF APPLIED LEARNING,M,EM,3,,2
587,0870,DELTA COUNTY 50(J),2155,DELTA COUNTY OPPORTUNITY SCHOOL,M,MH,,,
588,0870,DELTA COUNTY 50(J),2155,DELTA COUNTY OPPORTUNITY SCHOOL,H,MH,,,1
589,0870,DELTA COUNTY 50(J),2293,DELTA COUNTY VIRTUAL ACADEMY,E,E,,,
590,0870,DELTA COUNTY 50(J),2164,DELTA HIGH SCHOOL,H,H,2,1,2
591,0870,DELTA COUNTY 50(J),2160,DELTA MIDDLE SCHOOL,M,M,3,1,2
592,0870,DELTA COUNTY 50(J),2166,DELTA VISION SCHOOL,E,EMH,2,2,2
593,0870,DELTA COUNTY 50(J),2166,DELTA VISION SCHOOL,M,EMH,2,1,2
594,0870,DELTA COUNTY 50(J),2166,DELTA VISION SCHOOL,H,EMH,1,1,2
595,0870,DELTA COUNTY 50(J),3330,GARNET MESA ELEMENTARY SCHOOL,E,E,2,2,2
596,0870,DELTA COUNTY 50(J),4124,HOTCHKISS ELEMENTARY SCHOOL,E,EM,2,1,1
597,0870,DELTA COUNTY 50(J),4124,HOTCHKISS ELEMENTARY SCHOOL,M,EM,1,1,1
598,0870,DELTA COUNTY 50(J),4128,HOTCHKISS HIGH SCHOOL,H,H,2,1,2
599,0870,DELTA COUNTY 50(J),5154,LINCOLN ELEMENTARY SCHOOL,E,E,2,3,2
600,0870,DELTA COUNTY 50(J),6298,NORTH FORK MONTESSORI SCHOOL,E,E,3,2,2
601,0870,DELTA COUNTY 50(J),9146,NORTH FORK VISION SCHOOL,E,EMH,3,,3
602,0870,DELTA COUNTY 50(J),9146,NORTH FORK VISION SCHOOL,M,EMH,,,1
603,0870,DELTA COUNTY 50(J),9146,NORTH FORK VISION SCHOOL,H,EMH,1,,2
604,0870,DELTA COUNTY 50(J),6700,PAONIA ELEMENTARY SCHOOL,E,E,2,1,2
605,0870,DELTA COUNTY 50(J),6708,PAONIA HIGH SCHOOL,M,MH,2,2,3
606,0870,DELTA COUNTY 50(J),6708,PAONIA HIGH SCHOOL,H,MH,2,1,2
607,0870,DELTA COUNTY 50(J),8419,SURFACE CREEK VISION SCHOOL,E,EMH,1,,1
608,0870,DELTA COUNTY 50(J),8419,SURFACE CREEK VISION SCHOOL,M,EMH,3,3,3
609,0870,DELTA COUNTY 50(J),8419,SURFACE CREEK VISION SCHOOL,H,EMH,2,3,2
610,0880,DENVER COUNTY 1,0010,ABRAHAM LINCOLN HIGH SCHOOL,H,H,3,2,3
611,0880,DENVER COUNTY 1,6397,ACADEMIA ANA MARIE SANDOVAL,E,E,2,1,2
612,0880,DENVER COUNTY 1,0067,ACADEMY OF URBAN LEARNING,H,H,,,2
613,0880,DENVER COUNTY 1,1866,ACE COMMUNITY CHALLENGE CHARTER SCHOOL,M,MH,1,1,2
614,0880,DENVER COUNTY 1,1866,ACE COMMUNITY CHALLENGE CHARTER SCHOOL,H,MH,1,1,2
615,0880,DENVER COUNTY 1,0220,AMESSE ELEMENTARY SCHOOL,E,E,2,2,3
616,0880,DENVER COUNTY 1,3340,ARCHULETA ELEMENTARY SCHOOL,E,E,1,2,1
617,0880,DENVER COUNTY 1,0388,ASBURY ELEMENTARY SCHOOL,E,E,2,2,2
618,0880,DENVER COUNTY 1,0418,ASHLEY ELEMENTARY SCHOOL,E,E,2,2,2
619,0880,DENVER COUNTY 1,0520,BARNUM ELEMENTARY SCHOOL,E,E,3,2,3
620,0880,DENVER COUNTY 1,0540,BARRETT ELEMENTARY SCHOOL,E,E,1,1,1
621,0880,DENVER COUNTY 1,0650,BEACH COURT ELEMENTARY SCHOOL,E,E,,,
622,0880,DENVER COUNTY 1,0964,BRADLEY ELEMENTARY SCHOOL,E,E,3,3,2
623,0880,DENVER COUNTY 1,1056,BROMWELL ELEMENTARY SCHOOL,E,E,2,2,2
624,0880,DENVER COUNTY 1,1076,BROWN ELEMENTARY SCHOOL,E,E,3,2,2
625,0880,DENVER COUNTY 1,6350,BRUCE RANDOLPH SCHOOL,M,MH,2,1,1
626,0880,DENVER COUNTY 1,6350,BRUCE RANDOLPH SCHOOL,H,MH,1,2,2
627,0880,DENVER COUNTY 1,1106,BRYANT WEBSTER K8 SCHOOL,E,EM,3,2,2
628,0880,DENVER COUNTY 1,1106,BRYANT WEBSTER K8 SCHOOL,M,EM,1,1,1
629,0880,DENVER COUNTY 1,1324,CARSON ELEMENTARY SCHOOL,E,E,3,1,2
630,0880,DENVER COUNTY 1,9496,CASTRO ELEMENTARY SCHOOL,E,E,1,2,2
631,0880,DENVER COUNTY 1,1400,CENTENNIAL K8 SCHOOL,E,EM,1,1,2
632,0880,DENVER COUNTY 1,1400,CENTENNIAL K8 SCHOOL,M,EM,2,1,1
633,0880,DENVER COUNTY 1,1345,CESAR CHAVEZ ACADEMY DENVER,E,EM,2,2,2
634,0880,DENVER COUNTY 1,1345,CESAR CHAVEZ ACADEMY DENVER,M,EM,3,3,3
635,0880,DENVER COUNTY 1,7694,CHARLES M. SCHENCK (CMS) COMMUNITY SCHOOL,E,E,3,3,3
636,0880,DENVER COUNTY 1,1528,CHELTENHAM ELEMENTARY SCHOOL,E,E,1,2,3
637,0880,DENVER COUNTY 1,1785,COLE ARTS AND SCIENCE ACADEMY,E,EM,3,2,2
638,0880,DENVER COUNTY 1,1785,COLE ARTS AND SCIENCE ACADEMY,M,EM,3,2,2
639,0880,DENVER COUNTY 1,1774,COLFAX ELEMENTARY SCHOOL,E,E,2,1,1
640,0880,DENVER COUNTY 1,1788,COLLEGE VIEW ELEMENTARY SCHOOL,E,E,3,1,2
641,0880,DENVER COUNTY 1,1295,COLLEGIATE PREPARATORY ACADEMY,H,H,2,2,2
642,0880,DENVER COUNTY 1,1748,COLORADO HIGH SCHOOL,H,H,,,2
643,0880,DENVER COUNTY 1,1816,COLUMBIAN ELEMENTARY SCHOOL,E,E,3,3,3
644,0880,DENVER COUNTY 1,1846,COLUMBINE ELEMENTARY SCHOOL,E,E,1,1,1
645,0880,DENVER COUNTY 1,5844,CONTEMPORARY LEARNING ACADEMY HIGH SCHOOL,H,H,1,,1
646,0880,DENVER COUNTY 1,1908,CORY ELEMENTARY SCHOOL,E,E,2,2,2
647,0880,DENVER COUNTY 1,1928,COWELL ELEMENTARY SCHOOL,E,E,2,1,2
648,0880,DENVER COUNTY 1,2209,DCIS AT MONTBELLO,M,M,2,2,2
649,0880,DENVER COUNTY 1,2174,DENISON MONTESSORI SCHOOL,E,E,1,2,2
650,0880,DENVER COUNTY 1,2188,DENVER CENTER FOR 21ST LEARNING AT WYMAN,M,MH,2,2,2
651,0880,DENVER COUNTY 1,2188,DENVER CENTER FOR 21ST LEARNING AT WYMAN,H,MH,2,2,2
652,0880,DENVER COUNTY 1,2183,DENVER CENTER FOR INTERNATIONAL STUDIES,M,MH,2,3,2
653,0880,DENVER COUNTY 1,2183,DENVER CENTER FOR INTERNATIONAL STUDIES,H,MH,2,2,2
654,0880,DENVER COUNTY 1,2125,DENVER GREEN SCHOOL,E,EM,3,,3
655,0880,DENVER COUNTY 1,2125,DENVER GREEN SCHOOL,M,EM,2,2,2
656,0880,DENVER COUNTY 1,2127,DENVER LANGUAGE SCHOOL,E,E,2,3,2
657,0880,DENVER COUNTY 1,2184,DENVER SCHOOL OF THE ARTS,M,MH,2,2,2
658,0880,DENVER COUNTY 1,2184,DENVER SCHOOL OF THE ARTS,H,MH,2,1,2
659,0880,DENVER COUNTY 1,2258,DOULL ELEMENTARY SCHOOL,E,E,2,2,2
660,0880,DENVER COUNTY 1,2223,DSST: COLE,M,M,2,2,2
661,0880,DENVER COUNTY 1,2145,DSST: GREEN VALLEY RANCH,M,M,1,2,2
662,0880,DENVER COUNTY 1,2185,DSST: STAPLETON,M,MH,2,1,2
663,0880,DENVER COUNTY 1,2185,DSST: STAPLETON,H,MH,3,1,2
664,0880,DENVER COUNTY 1,2364,EAGLETON ELEMENTARY SCHOOL,E,E,3,2,2
665,0880,DENVER COUNTY 1,2398,EAST HIGH SCHOOL,H,H,2,2,2
666,0880,DENVER COUNTY 1,2506,EDISON ELEMENTARY SCHOOL,E,E,2,2,2
667,0880,DENVER COUNTY 1,2652,ELLIS ELEMENTARY SCHOOL,E,E,3,2,2
668,0880,DENVER COUNTY 1,2726,EMILY GRIFFITH TECHNICAL COLLEGE,H,H,,,2
669,0880,DENVER COUNTY 1,2789,ESCUELA TLATELOLCO SCHOOL,E,EMH,1,,2
670,0880,DENVER COUNTY 1,2789,ESCUELA TLATELOLCO SCHOOL,M,EMH,2,,1
671,0880,DENVER COUNTY 1,2789,ESCUELA TLATELOLCO SCHOOL,H,EMH,3,,1
672,0880,DENVER COUNTY 1,2856,FAIRMONT K8 SCHOOL,E,EM,2,1,1
673,0880,DENVER COUNTY 1,2856,FAIRMONT K8 SCHOOL,M,EM,3,3,2
674,0880,DENVER COUNTY 1,2880,FAIRVIEW ELEMENTARY SCHOOL,E,E,2,3,3
675,0880,DENVER COUNTY 1,3000,FLORENCE CRITTENTON HIGH SCHOOL,H,H,1,,1
676,0880,DENVER COUNTY 1,3032,FORCE ELEMENTARY SCHOOL,E,E,2,2,2
677,0880,DENVER COUNTY 1,1319,FRED N THOMAS CAREER EDUCATION CENTER,H,H,3,3,2
678,0880,DENVER COUNTY 1,3296,GARDEN PLACE ELEMENTARY SCHOOL,E,E,2,1,1
679,0880,DENVER COUNTY 1,3378,GEORGE WASHINGTON HIGH SCHOOL,H,H,3,2,2
680,0880,DENVER COUNTY 1,3426,GILPIN ELEMENTARY SCHOOL,E,E,2,1,1
681,0880,DENVER COUNTY 1,3639,GIRLS ATHLETIC LEADERSHIP SCHOOL,M,M,2,1,1
682,0880,DENVER COUNTY 1,3478,GODSMAN ELEMENTARY SCHOOL,E,E,3,3,3
683,0880,DENVER COUNTY 1,3512,GOLDRICK ELEMENTARY SCHOOL,E,E,1,2,2
684,0880,DENVER COUNTY 1,3600,GRANT MIDDLE SCHOOL,M,M,1,2,2
685,0880,DENVER COUNTY 1,3605,GRANT RANCH K8 SCHOOL,E,EM,2,2,2
686,0880,DENVER COUNTY 1,3605,GRANT RANCH K8 SCHOOL,M,EM,1,1,1
687,0880,DENVER COUNTY 1,3641,GREEN VALLEY ELEMENTARY SCHOOL,E,E,3,3,3
688,0880,DENVER COUNTY 1,3655,GREENLEE ELEMENTARY SCHOOL,E,E,2,3,3
689,0880,DENVER COUNTY 1,3647,GREENWOOD ECE8,E,EM,2,3,3
690,0880,DENVER COUNTY 1,3647,GREENWOOD ECE8,M,EM,1,2,2
691,0880,DENVER COUNTY 1,3704,GUST ELEMENTARY SCHOOL,E,E,3,3,3
692,0880,DENVER COUNTY 1,4782,HALLETT FUNDAMENTAL ACADEMY,E,E,1,1,1
693,0880,DENVER COUNTY 1,3746,HAMILTON MIDDLE SCHOOL,M,M,2,2,2
694,0880,DENVER COUNTY 1,3778,HARRINGTON ELEMENTARY SCHOOL,E,E,2,2,2
695,0880,DENVER COUNTY 1,8054,HENRY WORLD SCHOOL GRADES 68,M,M,3,3,2
696,0880,DENVER COUNTY 1,2757,HIGH TECH EARLY COLLEGE,H,H,2,2,2
697,0880,DENVER COUNTY 1,3987,HIGHLINE ACADEMY CHARTER SCHOOL,E,EM,2,2,2
698,0880,DENVER COUNTY 1,3987,HIGHLINE ACADEMY CHARTER SCHOOL,M,EM,3,3,3
699,0880,DENVER COUNTY 1,3990,HILL CAMPUS OF ARTS AND SCIENCES,M,M,2,2,2
700,0880,DENVER COUNTY 1,4074,HOLM ELEMENTARY SCHOOL,E,E,3,2,2
701,0880,DENVER COUNTY 1,4140,HOWELL K8 SCHOOL,E,EM,3,2,3
702,0880,DENVER COUNTY 1,4140,HOWELL K8 SCHOOL,M,EM,1,1,1
703,0880,DENVER COUNTY 1,4444,JOHN F KENNEDY HIGH SCHOOL,H,H,2,1,2
704,0880,DENVER COUNTY 1,4450,JOHNSON ELEMENTARY SCHOOL,E,E,1,2,2
705,0880,DENVER COUNTY 1,4494,JUSTICE HIGH SCHOOL DENVER,H,H,3,,1
706,0880,DENVER COUNTY 1,4498,KAISER ELEMENTARY SCHOOL,E,E,2,3,2
707,0880,DENVER COUNTY 1,4656,KEPNER MIDDLE SCHOOL,M,M,1,1,2
708,0880,DENVER COUNTY 1,4730,KIPP DENVER COLLEGIATE HIGH SCHOOL,H,H,3,3,3
709,0880,DENVER COUNTY 1,4507,KIPP MONTBELLO COLLEGE PREP,E,E,2,2,2
710,0880,DENVER COUNTY 1,4732,KIPP SUNSHINE PEAK ACADEMY,E,EM,2,3,2
711,0880,DENVER COUNTY 1,4732,KIPP SUNSHINE PEAK ACADEMY,M,EM,3,2,3
712,0880,DENVER COUNTY 1,4762,KNAPP ELEMENTARY SCHOOL,E,E,3,3,2
713,0880,DENVER COUNTY 1,4795,KUNSMILLER CREATIVE ARTS ACADEMY,E,EM,2,2,2
714,0880,DENVER COUNTY 1,4795,KUNSMILLER CREATIVE ARTS ACADEMY,M,EM,3,3,3
715,0880,DENVER COUNTY 1,5255,LAKE INTERNATIONAL SCHOOL,M,M,2,2,2
716,0880,DENVER COUNTY 1,5158,LINCOLN ELEMENTARY SCHOOL,E,E,2,2,2
717,0880,DENVER COUNTY 1,5342,LOWRY ELEMENTARY SCHOOL,E,E,2,2,2
718,0880,DENVER COUNTY 1,5448,MANUAL HIGH SCHOOL,H,H,1,1,1
719,0880,DENVER COUNTY 1,5578,MARRAMA ELEMENTARY SCHOOL,E,E,3,1,2
720,0880,DENVER COUNTY 1,5605,MARTIN LUTHER KING JR. EARLY COLLEGE,M,MH,2,2,2
721,0880,DENVER COUNTY 1,5605,MARTIN LUTHER KING JR. EARLY COLLEGE,H,MH,1,2,2
722,0880,DENVER COUNTY 1,5608,MATHEMATICS AND SCIENCE LEADERSHIP ACADEMY,E,E,2,3,2
723,0880,DENVER COUNTY 1,5644,MAXWELL ELEMENTARY SCHOOL,E,E,2,3,3
724,0880,DENVER COUNTY 1,5702,MC KINLEYTHATCHER ELEMENTARY SCHOOL,E,E,2,3,3
725,0880,DENVER COUNTY 1,5716,MC MEEN ELEMENTARY SCHOOL,E,E,2,2,2
726,0880,DENVER COUNTY 1,5685,MCGLONE ELEMENTARY SCHOOL,E,E,3,3,3
727,0880,DENVER COUNTY 1,5826,MERRILL MIDDLE SCHOOL,M,M,3,2,2
728,0880,DENVER COUNTY 1,5995,MONTBELLO HIGH SCHOOL,H,H,1,1,1
729,0880,DENVER COUNTY 1,6002,MONTCLAIR ELEMENTARY SCHOOL,E,E,2,2,2
730,0880,DENVER COUNTY 1,6088,MOORE K8 SCHOOL,E,EM,2,2,2
731,0880,DENVER COUNTY 1,6088,MOORE K8 SCHOOL,M,EM,1,2,2
732,0880,DENVER COUNTY 1,6098,MOREY MIDDLE SCHOOL,M,M,3,3,2
733,0880,DENVER COUNTY 1,6188,MUNROE ELEMENTARY SCHOOL,E,E,3,2,2
734,0880,DENVER COUNTY 1,6254,NEWLON ELEMENTARY SCHOOL,E,E,3,3,3
735,0880,DENVER COUNTY 1,6239,NOEL COMMUNITY ARTS SCHOOL,M,M,2,2,2
736,0880,DENVER COUNTY 1,6784,NOEL MIDDLE SCHOOL,M,M,1,2,2
737,0880,DENVER COUNTY 1,6314,NORTH HIGH SCHOOL,H,H,3,3,3
738,0880,DENVER COUNTY 1,6394,NORTHEAST ACADEMY CHARTER SCHOOL,E,EM,1,3,3
739,0880,DENVER COUNTY 1,6394,NORTHEAST ACADEMY CHARTER SCHOOL,M,EM,2,3,3
740,0880,DENVER COUNTY 1,6479,ODYSSEY CHARTER ELEMENTARY SCHOOL,E,EM,3,1,1
741,0880,DENVER COUNTY 1,6479,ODYSSEY CHARTER ELEMENTARY SCHOOL,M,EM,1,2,1
742,0880,DENVER COUNTY 1,6508,OMAR D BLAIR CHARTER SCHOOL,E,EM,2,1,1
743,0880,DENVER COUNTY 1,6508,OMAR D BLAIR CHARTER SCHOOL,M,EM,2,2,2
744,0880,DENVER COUNTY 1,6509,ONLINE HIGH SCHOOL,H,H,1,,1
745,0880,DENVER COUNTY 1,7163,P.R.E.P. (POSITIVE REFOCUS EDUCATION PROGRAM),M,MH,1,3,2
746,0880,DENVER COUNTY 1,7163,P.R.E.P. (POSITIVE REFOCUS EDUCATION PROGRAM),H,MH,2,,3
747,0880,DENVER COUNTY 1,6676,PALMER ELEMENTARY SCHOOL,E,E,2,3,2
748,0880,DENVER COUNTY 1,6754,PARK HILL SCHOOL,E,E,3,3,3
749,0880,DENVER COUNTY 1,6957,PIONEER CHARTER SCHOOL,E,EM,2,3,3
750,0880,DENVER COUNTY 1,6957,PIONEER CHARTER SCHOOL,M,EM,2,2,2
751,0880,DENVER COUNTY 1,6970,PITTWALLER K8 SCHOOL,E,EM,2,3,3
752,0880,DENVER COUNTY 1,6970,PITTWALLER K8 SCHOOL,M,EM,2,3,2
753,0880,DENVER COUNTY 1,7045,PLACE BRIDGE ACADEMY,E,EM,3,3,3
754,0880,DENVER COUNTY 1,7045,PLACE BRIDGE ACADEMY,M,EM,2,3,2
755,0880,DENVER COUNTY 1,2027,POLARIS AT EBERT ELEMENTARY SCHOOL,E,E,2,3,2
756,0880,DENVER COUNTY 1,0040,RIDGE VIEW ACADEMY CHARTER SCHOOL,H,H,1,,1
757,0880,DENVER COUNTY 1,7554,SABIN WORLD SCHOOL,E,E,1,1,1
758,0880,DENVER COUNTY 1,7578,SAMUELS ELEMENTARY SCHOOL,E,E,2,2,2
759,0880,DENVER COUNTY 1,7698,SCHMITT ELEMENTARY SCHOOL,E,E,3,1,2
760,0880,DENVER COUNTY 1,7942,SKINNER MIDDLE SCHOOL,M,M,3,3,2
761,0880,DENVER COUNTY 1,7972,SLAVENS K8 SCHOOL,E,EM,2,2,2
762,0880,DENVER COUNTY 1,7972,SLAVENS K8 SCHOOL,M,EM,2,2,2
763,0880,DENVER COUNTY 1,7992,SMILEY MIDDLE SCHOOL,M,M,1,1,2
764,0880,DENVER COUNTY 1,8006,SMITH ELEMENTARY SCHOOL,E,E,3,3,2
765,0880,DENVER COUNTY 1,8053,SOAR GREEN VALLEY RANCH,E,E,2,1,1
766,0880,DENVER COUNTY 1,8086,SOUTH HIGH SCHOOL,H,H,3,2,2
767,0880,DENVER COUNTY 1,8138,SOUTHMOOR ELEMENTARY SCHOOL,E,E,2,3,3
768,0880,DENVER COUNTY 1,8132,SOUTHWEST EARLY COLLEGE CHARTER SCHOOL,H,H,2,1,2
769,0880,DENVER COUNTY 1,8222,STECK ELEMENTARY SCHOOL,E,E,2,2,2
770,0880,DENVER COUNTY 1,8232,STEDMAN ELEMENTARY SCHOOL,E,E,2,2,3
771,0880,DENVER COUNTY 1,8242,STEELE ELEMENTARY SCHOOL,E,E,2,2,2
772,0880,DENVER COUNTY 1,8145,SUMMIT ACADEMY,H,H,3,,2
773,0880,DENVER COUNTY 1,8422,SWANSEA ELEMENTARY SCHOOL,E,E,2,3,3
774,0880,DENVER COUNTY 1,8776,TELLER ELEMENTARY SCHOOL,E,E,2,3,2
775,0880,DENVER COUNTY 1,8822,THOMAS JEFFERSON HIGH SCHOOL,H,H,2,1,2
776,0880,DENVER COUNTY 1,8888,TRAYLOR ELEMENTARY SCHOOL,E,E,2,1,1
