Organization Code,School Code,Phone,School Name,Physical Address,Physical City,Physical State,Physical Zipcode,,Developed: 11-5-12
0540,4700,3036700005,KING-MURPHY ELEMENTARY SCHOOL,425 CIRCLE K ROAD,EVERGREEN,CO,80439,,
0550,1276,7192744301,CENTAURI MIDDLE SCHOOL,17891 US HWY 285,LA JARA,CO,81140,,
0550,1378,7192745178,CENTAURI HIGH SCHOOL,17889 US HWY 285,LA JARA,CO,81140,,
0550,4836,7192745791,LA JARA ELEMENTARY SCHOOL,214 POPLAR STREET,LA JARA,CO,81140,,
0550,4837,7192744220,LA JARA SECOND CHANCE SCHOOL,104 SPRUCE STREET,LA JARA,CO,81140,,
0550,5422,7198435277,MANASSA ELEMENTARY SCHOOL,200 SOUTH 5TH STREET,MANASSA,CO,81141,,
0560,7612,7192745167,SANFORD ELEMENTARY SCHOOL,755 SECOND STREET,SANFORD,CO,81151,,
0560,7616,7192745167,SANFORD JUNIOR/SENIOR HIGH SCHOOL,755 SECOND STREET,SANFORD,CO,81151,,
0580,0248,7193765407,GUADALUPE ELEMENTARY SCHOOL,900 WEST 8TH STREET,ANTONITO,CO,81120,,
0580,0250,7193765468,ANTONITO JUNIOR HIGH SCHOOL,620 PINE STREET,ANTONITO,CO,81120,,
0580,0252,7193765468,ANTONITO HIGH SCHOOL,620 PINE STREET,ANTONITO,CO,81120,,
0640,1396,7196723322,CENTENNIAL JUNIOR HIGH SCHOOL,909 NORTH MAIN STREET,SAN LUIS,CO,81152,,
0640,1398,7196723322,CENTENNIAL HIGH SCHOOL,909 NORTH MAIN STREET,SAN LUIS,CO,81152,,
0640,7588,7196723322,CENTENNIAL ELEMENTARY SCHOOL,909 NORTH MAIN STREET,SAN LUIS,CO,81152,,
0740,7876,7193793257,SIERRA GRANDE ELEMENTARY SCHOOL,17523 EAST HIGHWAY 160,BLANCA,CO,81123,,
0740,7878,7193793257,SIERRA GRANDE MIDDLE SCHOOL,17523 EAST HIGHWAY 160,BLANCA,CO,81123,,
0740,7880,7193793257,SIERRA GRANDE SENIOR HIGH SCHOOL,17523 EAST HIGHWAY 160,BLANCA,CO,81123,,
0770,2050,7192673558,CROWLEY COUNTY ELEMENTARY SCHOOL,630 MAIN,ORDWAY,CO,81063,,
0770,2054,7192679880,CROWLEY COUNTY WARD MIDDLE SCHOOL,1001 MAIN,ORDWAY,CO,81063,,
0770,2058,7192673582,CROWLEY COUNTY HIGH SCHOOL,602 MAIN,ORDWAY,CO,81063,,
0860,2088,7197832291,CUSTER COUNTY ELEMENTARY SCHOOL,709 MAIN STREET,WESTCLIFFE,CO,81252,,
0860,2091,7197832291,CUSTER MIDDLE SCHOOL,709 MAIN STREET,WESTCLIFFE,CO,81252,,
0860,2092,7197832291,CUSTER COUNTY HIGH SCHOOL,709 MAIN STREET,WESTCLIFFE,CO,81252,,
0870,0489,9708749517,BACKPACK EARLY LEARNING ACADEMY,822 GRAND AVENUE,DELTA,CO,81416,,
0870,1372,9708566882,CEDAREDGE HIGH SCHOOL,575 SE DEER CREEK DR,CEDAREDGE,CO,81413,,
0870,1375,9708563118,CEDAREDGE MIDDLE SCHOOL,845 SE DEER CREEK DRIVE,CEDAREDGE,CO,81413,,
0870,1952,9709214935,CRAWFORD ELEMENTARY SCHOOL,51 FIR AVE,CRAWFORD,CO,81415,,
0870,2152,9708740835,DELTA ACADEMY OF APPLIED LEARNING,239 E 6TH STREET,DELTA,CO,81416,,
0870,2155,9708742753,DELTA COUNTY OPPORTUNITY SCHOOL,822 GRAND AVENUE,DELTA,CO,81416,,
0870,2160,9708748046,DELTA MIDDLE SCHOOL,910 GRAND AVENUE,DELTA,CO,81416,,
0870,2164,9708748031,DELTA HIGH SCHOOL,1400 PIONEER ROAD,DELTA,CO,81416,,
0870,2166,9708748226,DELTA VISION SCHOOL,1080 PIONEER RD,DELTA,CO,81416,,
0870,2293,9708742753,DELTA COUNTY VIRTUAL ACADEMY,822 GRAND AVENUE,DELTA,CO,81416,,
0870,3330,9708748003,GARNET MESA ELEMENTARY SCHOOL,600 A STREET,DELTA,CO,81416,,
0870,4124,9708723325,HOTCHKISS ELEMENTARY SCHOOL,465 LORAH LANE,HOTCHKISS,CO,81419,,
0870,4128,9708723882,HOTCHKISS HIGH SCHOOL,438 BULLDOG ST,HOTCHKISS,CO,81419,,
0870,4182,9708563885,CEDAREDGE ELEMENTARY SCHOOL,230 NW CEDAR AVENUE,CEDAREDGE,CO,81413,,
0870,5154,9708743700,LINCOLN ELEMENTARY SCHOOL,1050 HASTINGS,DELTA,CO,81416,,
0870,6298,9708725910,NORTH FORK MONTESSORI SCHOOL,397 BULLDOG ST,HOTCHKISS,CO,81419,,
0870,6700,9705273639,PAONIA ELEMENTARY SCHOOL,430 BOX ELDER,PAONIA,CO,81428,,
0870,6708,9705274882,PAONIA HIGH SCHOOL,846 GRAND AVENUE,PAONIA,CO,81428,,
0870,8419,9708566193,SURFACE CREEK VISION SCHOOL,695 N GRAND MESA DR,CEDAREDGE,CO,81413,,
0870,9146,9708744438,NORTH FORK VISION SCHOOL,7655 2075,DELTA,CO,81416,,
0880,0010,7204235000,ABRAHAM LINCOLN HIGH SCHOOL,2285 SOUTH FEDERAL BOULEVARD,DENVER,CO,80219,,
0880,0040,3032141139,RIDGE VIEW ACADEMY CHARTER SCHOOL,28101 EAST QUINCY AVENUE,WATKINS,CO,80137,,
0880,0067,3032820900,ACADEMY OF URBAN LEARNING,835 EAST 18TH AVENUE,DENVER,CO,80218,,
0880,0220,7204249988,AMESSE ELEMENTARY SCHOOL,5440 SCRANTON STREET,DENVER,CO,80239,,
0880,0388,7204249888,ASBURY ELEMENTARY SCHOOL,1320 EAST ASBURY AVENUE,DENVER,CO,80210,,
0880,0408,7204243310,VALDEZ ELEMENTARY SCHOOL,2525 WEST 29 AVENUE,DENVER,CO,80211,,
0880,0418,7204249750,ASHLEY ELEMENTARY SCHOOL,1914 SYRACUSE STREET,DENVER,CO,80220,,
0880,0520,7204249784,BARNUM ELEMENTARY SCHOOL,85 HOOKER STREET,DENVER,CO,80219,,
0880,0540,7204249530,BARRETT ELEMENTARY SCHOOL,2900 RICHARD ALLEN COURT,DENVER,CO,80205,,
0880,0650,7204249470,BEACH COURT ELEMENTARY SCHOOL,4950 BEACH COURT,DENVER,CO,80221,,
0880,0964,7204249468,BRADLEY ELEMENTARY SCHOOL,3051 SOUTH ELM STREET,DENVER,CO,80222,,
0880,1056,7204249330,BROMWELL ELEMENTARY SCHOOL,2500 EAST 4TH AVENUE,DENVER,CO,80206,,
0880,1076,7204241611,BROWN ELEMENTARY SCHOOL,2550 LOWELL BLVD,DENVER,CO,80211,,
0880,1106,7204249170,BRYANT WEBSTER K-8 SCHOOL,3635 QUIVAS ST,DENVER,CO,80211,,
0880,1295,7204235750,COLLEGIATE PREPARATORY ACADEMY,5000 CROWN BLVD,DENVER,CO,80239,,
0880,1319,7204236600,FRED N THOMAS CAREER EDUCATION CENTER,2650 ELIOT STREET,DENVER,CO,80211,,
0880,1324,7204249090,CARSON ELEMENTARY SCHOOL,5420 EAST 1ST AVENUE,DENVER,CO,80220,,
0880,1345,3034550848,CESAR CHAVEZ ACADEMY DENVER,3752 TENNYSON STREET,DENVER,CO,80212,,
0880,1400,7204248900,CENTENNIAL K-8 SCHOOL,4665 RALEIGH STREET,DENVER,CO,80212,,
0880,1528,7204248810,CHELTENHAM ELEMENTARY SCHOOL,1580 JULIAN STREET,DENVER,CO,80204,,
0880,1748,3038928475,COLORADO HIGH SCHOOL,1175 OSAGE STREET,DENVER,CO,80204,,
0880,1774,7204248740,COLFAX ELEMENTARY SCHOOL,1526 TENNYSON STREET,DENVER,CO,80204,,
0880,1785,7204239120,COLE ARTS AND SCIENCE ACADEMY,3240 HUMBOLDT STREET,DENVER,CO,80205,,
0880,1788,7204248660,COLLEGE VIEW ELEMENTARY SCHOOL,2675 SOUTH DECATUR STREET,DENVER,CO,80219,,
0880,1816,7204248580,COLUMBIAN ELEMENTARY SCHOOL,2925 WEST 40TH AVENUE,DENVER,CO,80211,,
0880,1846,7204248510,COLUMBINE ELEMENTARY SCHOOL,2540 EAST 29TH AVE,DENVER,CO,80205,,
0880,1866,3034369588,ACE COMMUNITY CHALLENGE CHARTER SCHOOL,948 SANTA FE DRIVE,DENVER,CO,80204,,
0880,1908,7204248380,CORY ELEMENTARY SCHOOL,1550 SOUTH STEELE STREET,DENVER,CO,80210,,
0880,1928,7204248300,COWELL ELEMENTARY SCHOOL,4540 WEST 10TH AVENUE,DENVER,CO,80204,,
0880,2027,7204247860,POLARIS AT EBERT ELEMENTARY SCHOOL,410 PARK AVENUE WEST,DENVER,CO,80205,,
0880,2125,3035494525,DENVER GREEN SCHOOL,6700 EAST VIRGINIA AVENUE,DENVER,CO,80224,,
0880,2127,3034683228,DENVER LANGUAGE SCHOOL,451 NEWPORT STREET,DENVER,CO,80220,,
0880,2145,3033205570,DSST: GREEN VALLEY RANCH,4800 TELLURIDE STREET #4,DENVER,CO,80249,,
0880,2174,7204248080,DENISON MONTESSORI SCHOOL,1821 SOUTH YATES STREET,DENVER,CO,80219,,
0880,2183,7204239000,DENVER CENTER FOR INTERNATIONAL STUDIES,574 WEST 6TH AVE,DENVER,CO,80204,,
0880,2184,7204241700,DENVER SCHOOL OF THE ARTS,7111 MONTVIEW BLVD,DENVER,CO,80220,,
0880,2185,3033205570,DSST: STAPLETON,2000 VALENCIA STREET,DENVER,CO,80235,,
0880,2188,7204242980,DENVER CENTER FOR 21ST LEARNING AT WYMAN,1690 WILLIAMS STREET,DENVER,CO,80218,,
0880,2205,7207757901,DCIS AT FORD,14500 MAXWELL PLACE,DENVER,CO,80239,,
0880,2209,80239,DCIS AT MONTBELLO,5000 CROWN BLVD,DENVER,CO,80239,,
0880,2223,7205246310,DSST: COLE,3240 HUMBOLT STREET,DENVER,CO,80205,,
0880,2258,7204248000,DOULL ELEMENTARY SCHOOL,2520 SOUTH UTICA STREET,DENVER,CO,80219,,
0880,2349,7204244620,ESCALANTE-BIGGS ACADEMY,5300 CROWN BLVD,DENVER,CO,80239,,
0880,2364,7204247930,EAGLETON ELEMENTARY SCHOOL,880 HOOKER STREET,DENVER,CO,80204,,
0880,2398,7204238300,EAST HIGH SCHOOL,1545 DETROIT STREET,DENVER,CO,80206,,
0880,2506,7204247780,EDISON ELEMENTARY SCHOOL,3350 QUITMAN STREET,DENVER,CO,80212,,
0880,2652,7204247700,ELLIS ELEMENTARY SCHOOL,1651 SOUTH DAHLIA STREET,DENVER,CO,80222,,
0880,2726,7204234700,EMILY GRIFFITH TECHNICAL COLLEGE,1250 WELTON STREET,DENVER,CO,80204,,
0880,2755,3038930805,VENTURE PREP,2540 HOLLY STREET,DENVER,CO,80207,,
0880,2757,7204235960,HIGH TECH EARLY COLLEGE,5000 CROWN BLVD,DENVER,CO,80239,,
0880,2789,3039648993,ESCUELA TLATELOLCO SCHOOL,2949 NORTH FEDERAL BOULEVARD,DENVER,CO,80211,,
0880,2856,7204247620,FAIRMONT K-8 SCHOOL,520 WEST 3RD AVENUE,DENVER,CO,80223,,
0880,2880,7204247540,FAIRVIEW ELEMENTARY SCHOOL,2715 WEST 11TH AVENUE,DENVER,CO,80204,,
0880,3000,3037337686,FLORENCE CRITTENTON HIGH SCHOOL,96 SOUTH ZUNI,DENVER,CO,80223,,
0880,3032,7204247400,FORCE ELEMENTARY SCHOOL,1550 SOUTH WOLFF STREET,DENVER,CO,80219,,
0880,3038,3033716990,FORD ELEMENTARY SCHOOL,14500 EAST MAXWELL PLACE,DENVER,CO,80239,,
0880,3296,7204247220,GARDEN PLACE ELEMENTARY SCHOOL,4425 LINCOLN STREET,DENVER,CO,80216,,
0880,3340,7204249888,ARCHULETA ELEMENTARY SCHOOL,16000 MAXWELL PLACE,DENVER,CO,80239,,
0880,3378,7204238600,GEORGE WASHINGTON HIGH SCHOOL,655 SOUTH MONACO PKWY,DENVER,CO,80224,,
0880,3426,7204247140,GILPIN ELEMENTARY SCHOOL,2949 CALIFORNIA STREET,DENVER,CO,80205,,
0880,3478,7204247060,GODSMAN ELEMENTARY SCHOOL,2120 WEST ARKANSAS AVENUE,DENVER,CO,80223,,
0880,3512,7204246980,GOLDRICK ELEMENTARY SCHOOL,1050 SOUTH ZUNI STREET,DENVER,CO,80223,,
0880,3600,7204239360,GRANT MIDDLE SCHOOL,1751 SOUTH WASHINGTON STREET,DENVER,CO,80210,,
0880,3605,7204246880,GRANT RANCH K-8 SCHOOL,5400 SOUTH JAY CIRCLE,DENVER,CO,80123,,
0880,3639,7203899498,GIRLS ATHLETIC LEADERSHIP SCHOOL,200 SOUTH UNIVERSITY BLVD,DENVER,CO,80209,,
0880,3641,7204246710,GREEN VALLEY ELEMENTARY SCHOOL,4100 JERICHO,DENVER,CO,80249,,
0880,3647,7204246630,GREENWOOD ECE-8,5130 DURHAM COURT,DENVER,CO,80239,,
0880,3655,7204246800,GREENLEE ELEMENTARY SCHOOL,1150 LIPAN STREET,DENVER,CO,80204,,
0880,3704,7204246560,GUST ELEMENTARY SCHOOL,3440 WEST YALE AVENUE,DENVER,CO,80219,,
0880,3746,7204239500,HAMILTON MIDDLE SCHOOL,8600 EAST DARTMOUTH AVENUE,DENVER,CO,80231,,
0880,3778,7204246420,HARRINGTON ELEMENTARY SCHOOL,2401 EAST 37TH AVENUE,DENVER,CO,80205,,
0880,3987,7204490317,HIGHLINE ACADEMY CHARTER SCHOOL,7808 CHERRY CREEK SOUTH DRIVE,DENVER,CO,80231,,
0880,3990,7204239680,HILL CAMPUS OF ARTS AND SCIENCES,451 CLERMONT STREET,DENVER,CO,80220,,
0880,4074,7204246350,HOLM ELEMENTARY SCHOOL,3185 SOUTH WILLOW COURT,DENVER,CO,80231,,
0880,4140,7204242740,HOWELL K-8 SCHOOL,14250 EAST ALBROOK DRIVE,DENVER,CO,80239,,
0880,4444,7204234300,JOHN F KENNEDY HIGH SCHOOL,2855 SOUTH LAMAR STREET,DENVER,CO,80227,,
0880,4450,7204246290,JOHNSON ELEMENTARY SCHOOL,1850 SOUTH IRVING STREET,DENVER,CO,80219,,
0880,4494,3034805610,JUSTICE HIGH SCHOOL DENVER,4760 SHOSHONE STREET,DENVER,CO,80211,,
0880,4498,7204246210,KAISER ELEMENTARY SCHOOL,4500 SOUTH QUITMAN STREET,DENVER,CO,80236,,
0880,4507,3039343245,KIPP MONTBELLO COLLEGE PREP,5290 KITTERIDGE STREET,DENVER,CO,80239,,
0880,4656,7204240000,KEPNER MIDDLE SCHOOL,911 SOUTH HAZEL COURT,DENVER,CO,80219,,
0880,4730,3036235772,KIPP DENVER COLLEGIATE HIGH SCHOOL,451 SOUTH TEJON STREET,DENVER,CO,80223,,
0880,4732,3036235772,KIPP SUNSHINE PEAK ACADEMY,375 S TEJON STREET,DENVER,CO,80223,,
0880,4762,7204246130,KNAPP ELEMENTARY SCHOOL,500 SOUTH UTICA STREET,DENVER,CO,80219,,
0880,4782,7204246070,HALLETT FUNDAMENTAL ACADEMY,2950 JASMINE STREET,DENVER,CO,80207,,
0880,4795,7204240201,KUNSMILLER CREATIVE ARTS ACADEMY,2250 SOUTH QUITMAN WAY,DENVER,CO,80219,,
0880,4910,7204240380,LAKE MIDDLE SCHOOL,1820 LOWELL BOULEVARD,DENVER,CO,80204,,
0880,5129,7208892897,LIFE SKILLS CENTER OF DENVER,1000 CHEROKEE,DENVER,CO,80204,,
0880,5158,7204245990,LINCOLN ELEMENTARY SCHOOL,710 SOUTH PENNSYLVANIA STREET,DENVER,CO,80209,,
0880,5255,7204240460,LAKE INTERNATIONAL SCHOOL,1820 LOWELL BLVD,DENVER,CO,80204,,
0880,5342,7204245910,LOWRY ELEMENTARY SCHOOL,8001 EAST CEDAR AVENUE,DENVER,CO,80230,,
0880,5430,3038937988,MANNY MARTINEZ MIDDLE SCHOOL,951 ELATI STREET,DENVER,CO,80204,,
0880,5448,7204236300,MANUAL HIGH SCHOOL,1700 EAST 28TH AVENUE,DENVER,CO,80205,,
0880,5578,7204245820,MARRAMA ELEMENTARY SCHOOL,19100 EAST 40TH AVENUE,DENVER,CO,80249,,
0880,5605,7204240420,MARTIN LUTHER KING JR. EARLY COLLEGE,19535 EAST 46TH AVENUE,DENVER,CO,80249,,
0880,5608,7204241310,MATHEMATICS AND SCIENCE LEADERSHIP ACADEMY,451 SOUTH TEJON STREET,DENVER,CO,80223,,
0880,5644,7204245740,MAXWELL ELEMENTARY SCHOOL,14390 EAST BOLLING DRIVE,DENVER,CO,80239,,
0880,5685,7204245660,MCGLONE ELEMENTARY SCHOOL,4500 CROWN BOULEVARD,DENVER,CO,80239,,
0880,5702,7204245600,MC KINLEY-THATCHER ELEMENTARY SCHOOL,1230 SOUTH GRANT STREET,DENVER,CO,80210,,
0880,5716,7204245520,MC MEEN ELEMENTARY SCHOOL,1000 SOUTH HOLLY STREET,DENVER,CO,80222,,
0880,5826,7204240600,MERRILL MIDDLE SCHOOL,1551 SOUTH MONROE STREET,DENVER,CO,80210,,
0880,5844,7204236900,CONTEMPORARY LEARNING ACADEMY HIGH SCHOOL,2211 WEST 27TH AVENUE,DENVER,CO,80211,,
0880,5995,7204235700,MONTBELLO HIGH SCHOOL,5000 CROWN BOULEVARD,DENVER,CO,80239,,
0880,5998,7204245070,OAKLAND ELEMENTARY SCHOOL,4580 DEARBORN STREET,DENVER,CO,80239,,
0880,6002,7204245380,MONTCLAIR ELEMENTARY SCHOOL,1151 NEWPORT STREET,DENVER,CO,80220,,
0880,6088,7204245300,MOORE K-8 SCHOOL,846 CORONA STREET,DENVER,CO,80218,,
0880,6098,7204240700,MOREY MIDDLE SCHOOL,840 EAST 14TH AVENUE,DENVER,CO,80218,,
0880,6188,7204245230,MUNROE ELEMENTARY SCHOOL,3440 WEST VIRGINIA AVENUE,DENVER,CO,80219,,
0880,6239,7204240800,NOEL COMMUNITY ARTS SCHOOL,5290 KITTERIDGE STREET,DENVER,CO,80239,,
0880,6254,7204245150,NEWLON ELEMENTARY SCHOOL,361 VRAIN STREET,DENVER,CO,80219,,
0880,6314,3034232700,NORTH HIGH SCHOOL,2960 NORTH SPEER BOULEVARD,DENVER,CO,80211,,
0880,6350,7204241080,BRUCE RANDOLPH SCHOOL,3955 STEELE STREET,DENVER,CO,80205,,
0880,6394,3033078837,NORTHEAST ACADEMY CHARTER SCHOOL,4895 PEORIA STREET,DENVER,CO,80239,,
0880,6397,7204244370,ACADEMIA ANA MARIE SANDOVAL,3655 WYANDOT STREET,DENVER,CO,80211,,
0880,6479,3033163944,ODYSSEY CHARTER ELEMENTARY SCHOOL,6550 EAST 21ST AVENUE,DENVER,CO,80207,,
0880,6508,3033719570,OMAR D BLAIR CHARTER SCHOOL,4905 CATHAY STREET,DENVER,CO,80249,,
0880,6509,7204248281,ONLINE HIGH SCHOOL,900 GRANT STREET,DENVER,CO,80203,,
0880,6676,7204245000,PALMER ELEMENTARY SCHOOL,995 GRAPE STREET,DENVER,CO,80220,,
0880,6754,7204244910,PARK HILL SCHOOL,5050 EAST 19TH AVENUE,DENVER,CO,80220,,
0880,6784,7204240800,NOEL MIDDLE SCHOOL,5290 KITTERIDGE STREET,DENVER,CO,80239,,
0880,6957,3033298412,PIONEER CHARTER SCHOOL,3230 EAST 38TH AVENUE,DENVER,CO,80205,,
0880,6970,7204242840,PITT-WALLER K-8 SCHOOL,21601 EAST 51ST PLACE,DENVER,CO,80249,,
0880,7045,7204240960,PLACE BRIDGE ACADEMY,7125 CHERRY CREEK DRIVE NORTH,DENVER,CO,80224,,
0880,7163,7204248451,P.R.E.P. (POSITIVE REFOCUS EDUCATION PROGRAM),2727 COLUMBINE STREET,DENVER,CO,80205,,
0880,7554,7204244520,SABIN WORLD SCHOOL,3050 SOUTH VRAIN STREET,DENVER,CO,80236,,
0880,7578,7204244450,SAMUELS ELEMENTARY SCHOOL,3985 SOUTH VINCENNES COURT,DENVER,CO,80237,,
0880,7694,3039354606,CHARLES M. SCHENCK (CMS) COMMUNITY SCHOOL,1300 SOUTH LOWELL BOULEVARD,DENVER,CO,80219,,
0880,7698,7204244230,SCHMITT ELEMENTARY SCHOOL,1820 SOUTH VALLEJO STREET,DENVER,CO,80223,,
0880,7942,7204241420,SKINNER MIDDLE SCHOOL,3435 WEST 40TH AVENUE,DENVER,CO,80211,,
0880,7972,7204244150,SLAVENS K-8 SCHOOL,3000 SOUTH CLAYTON STREET,DENVER,CO,80210,,
0880,7992,7204241540,SMILEY MIDDLE SCHOOL,2540 HOLLY STREET,DENVER,CO,80207,,
0880,8006,7204244000,SMITH ELEMENTARY SCHOOL,3590 JASMINE STREET,DENVER,CO,80207,,
0880,8053,3034868573,SOAR GREEN VALLEY RANCH,4800 TELLURIDE STREET #4,DENVER,CO,80239,,
0880,8054,7204239560,HENRY WORLD SCHOOL GRADES 6-8,3005 SOUTH GOLDEN WAY,DENVER,CO,80227,,
0880,8085,3035732017,WEST DENVER PREP:  FEDERAL CAMPUS,1825 SOUTH FEDERAL,DENVER,CO,80219,,
0880,8086,7204236000,SOUTH HIGH SCHOOL,1700 EAST LOUISIANA AVENUE,DENVER,CO,80210,,
0880,8131,7202875100,SOAR AT OAKLAND,4580 DEARBORN STREET,DENVER,CO,80239,,
0880,8132,3039355473,SOUTHWEST EARLY COLLEGE CHARTER SCHOOL,3001 SOUTH FEDERAL BOULEVARD,DENVER,CO,80236,,
0880,8138,7204243930,SOUTHMOOR ELEMENTARY SCHOOL,3755 SOUTH MAGNOLIA WAY,DENVER,CO,80237,,
0880,8145,7204233054,SUMMIT ACADEMY,3001 SOUTH FEDERAL BLVD,DENVER,CO,80219,,
0880,8149,7204246502,STEPHEN KNIGHT CENTER FOR EARLY EDUCATION,3242 EAST EXPOSITION AVENUE,DENVER,CO,80209,,
0880,8222,7204243870,STECK ELEMENTARY SCHOOL,425 ASH STREET,DENVER,CO,80220,,
0880,8232,7204243800,STEDMAN ELEMENTARY SCHOOL,2940 DEXTER STREET,DENVER,CO,80207,,
0880,8242,7204243720,STEELE ELEMENTARY SCHOOL,320 SOUTH MARION PARKWAY,DENVER,CO,80209,,
0880,8422,7204243630,SWANSEA ELEMENTARY SCHOOL,4650 COLUMBINE STREET,DENVER,CO,80216,,
0880,8453,7204244800,SWIGERT-MCAULIFFE INTERNATIONAL ECE-8,3480 SYRACUSE STREET,DENVER,CO,80207,,
0880,8776,7204243560,TELLER ELEMENTARY SCHOOL,1150 GARFIELD STREET,DENVER,CO,80206,,
0880,8822,7204237000,THOMAS JEFFERSON HIGH SCHOOL,3950 SOUTH HOLLY STREET,DENVER,CO,80237,,
0880,8888,7204243480,TRAYLOR ELEMENTARY SCHOOL,2900 SOUTH IVAN WAY,DENVER,CO,80227,,
0880,8909,7204239800,TREVISTA ECE-8 AT HORACE MANN,4130 NAVAJO STREET,DENVER,CO,80211,,
0880,8945,3037095454,UNIVERSITY PREP,2409 ARAPAHOE STREET,DENVER,CO,80205,,
0880,8970,7204243410,UNIVERSITY PARK ELEMENTARY SCHOOL,2300 SOUTH ST PAUL STREET,DENVER,CO,80210,,
0880,8995,7204237600,VISTA ACADEMY,4801 TELLURIDE STREET,DENVER,CO,80249,,
0880,9050,7204243250,VALVERDE ELEMENTARY SCHOOL,2030 WEST ALAMEDA AVENUE,DENVER,CO,80223,,
0880,9336,3039629880,WEST DENVER PREP - HIGHLAND CAMPUS,2417 WEST 29TH AVE,DENVER,CO,80211,,
0880,9389,7204248199,WEST DENVER PREP: HARVEY PARK CAMPUS,2250 SOUTH QUITMAN WAY,DENVER,CO,80219,,
0880,9390,3035732017,WEST DENVER PREP - LAKE CAMPUS,1820 LOWELL BLVD,DENVER,CO,80204,,
0880,9408,7204235300,WEST HIGH SCHOOL,951 ELATI STREET,DENVER,CO,80204,,
0880,9425,7204243160,WESTERLY CREEK ELEMENTARY,8800 EAST 28TH AVENUE,DENVER,CO,80238,,
0880,9496,7204248990,CASTRO ELEMENTARY SCHOOL,845 SOUTH LOWELL BOULEVARD,DENVER,CO,80219,,
0880,9548,7204243040,WHITTIER K-8 SCHOOL,2480 DOWNING STREET,DENVER,CO,80205,,
0880,9623,7204242640,WILLIAM (BILL) ROBERTS K-8 SCHOOL,2100 AKRON WAY,DENVER,CO,80238,,
0880,9739,3032925515,WYATT-EDISON CHARTER ELEMENTARY SCHOOL,3620 FRANKLIN STREET,DENVER,CO,80205,,
0890,0050,9709673450,RICO ELEMENTARY SCHOOL,101 SOUTH GLASGOW AVENUE,RICO,CO,81332,,
0890,2216,9706772237,DOVE CREEK HIGH SCHOOL,525 NORTH MAIN STREET,DOVE CREEK,CO,81324,,
0890,7764,9706772296,SEVENTH STREET ELEMENTARY SCHOOL,713 NORTH MAIN STREET,DOVE CREEK,CO,81324,,
0900,0011,3036604881,ACADEMY CHARTER SCHOOL,1551 PRAIRIE HAWK DRIVE,CASTLE ROCK,CO,80104,,
0900,0012,3033877125,ACRES GREEN ELEMENTARY SCHOOL,13524 NORTH ACRES GREEN DRIVE,LITTLETON,CO,80124,,
0900,0135,7203834519,BEN FRANKLIN ACADEMY,TBD,LITTLETON,CO,80000,,
0900,0201,3033870650,DANIEL C OAKES HIGH SCHOOL--CASTLE ROCK,15 SOUTH GILBERT STREET,CASTLE ROCK,CO,80104,,
0900,0215,3036631543,AMERICAN ACADEMY AT CASTLE PINES CHARTER,8600 PARK MEADOWS DRIVE,LONE TREE,CO,80124,,
0900,0264,3033870708,CIMARRON MIDDLE,22219 HILLTOP ROAD,PARKER,CO,80134,,
0900,0265,3033875852,CLEAR SKY ELEMENTARY,1470 CLEAR SKY WAY,CASTLE ROCK,CO,80109,,
0900,0266,3033870708,GOLD RUSH ELEMENTARY,12021 SOUTH SWIFT FOX WAY,PARKER,CO,80134,,
0900,0267,3033871169,MESA MIDDLE SCHOOL,365 MITCHELL STREET,CASTLE ROCK,CO,80104,,
0900,0354,3033876875,ARROWWOOD ELEMENTARY SCHOOL,10345 ARROWWOOD DRIVE,HIGHLANDS RANCH,CO,80130,,
0900,0651,3033876475,BEAR CANYON ELEMENTARY SCHOOL,9660 SALFORD LANE,HIGHLANDS RANCH,CO,80126,,
0900,1131,3033875575,BUFFALO RIDGE ELEMENTARY SCHOOL,7075 NORTH SHOREHAM DRIVE,CASTLE ROCK,CO,80108,,
0900,1270,7204330025,EARLY CHILDHOOD CENTER,3950 TRAIL BOSS LANE,CASTLE ROCK,CO,80104,,
0900,1362,3033875000,CASTLE ROCK ELEMENTARY SCHOOL,1103 CANYON DRIVE,CASTLE ROCK,CO,80104,,
0900,1367,3033870100,CASTLE VIEW HIGH SCHOOL,5254 NORTH MEADOWS DR,CASTLE ROCK,CO,80109,,
0900,1503,3033873500,CHAPARRAL HIGH SCHOOL,15655 BROOKSTONE DRIVE,PARKER,CO,80134,,
0900,1512,3038419816,CHALLENGE TO EXCELLENCE CHARTER SCHOOL,16995 EAST CARLSON DRIVE,PARKER,CO,80134,,
0900,1555,303665531,CLOVERLEAF HOME EDUCATION,312 CANTRIL STREET STE 101,CASTLE ROCK,CO,80104,,
0900,1578,3036883211,CHERRY VALLEY ELEMENTARY SCHOOL,9244 SOUTH STATE HIGHWAY 83,FRANKTOWN,CO,80116,,
0900,1579,3034716677,NORTH STAR ACADEMY,16700 KEYSTONE BLVD,PARKER,CO,80134,,
0900,1873,3038407070,CORE KNOWLEDGE CHARTER SCHOOL,1161 NORTH PINE DRIVE,PARKER,CO,80138,,
0900,1899,3033877375,COPPER MESA ELEMENTARY SCHOOL,3501 POSTON PARKWAY,HIGHLANDS RANCH,CO,80126,,
0900,1925,3033876675,COUGAR RUN ELEMENTARY SCHOOL,8780 VENNEFORD RANCH ROAD,HIGHLANDS RANCH,CO,80126,,
