DISTRICT CODE,DISTRICT NAME,SCHOOL CODE,SCHOOL NAME,% FREE AND REDUCED,,,Developed: 11-5-12
0880,DENVER COUNTY 1,3641,GREEN VALLEY ELEMENTARY SCHOOL,80.73%,,,
0880,DENVER COUNTY 1,3647,GREENWOOD ECE-8,94.19%,,,
0880,DENVER COUNTY 1,3655,GREENLEE ELEMENTARY SCHOOL,95.04%,,,
0880,DENVER COUNTY 1,3704,GUST ELEMENTARY SCHOOL,94.00%,,,
0880,DENVER COUNTY 1,3746,HAMILTON MIDDLE SCHOOL,49.51%,,,
0880,DENVER COUNTY 1,3778,HARRINGTON ELEMENTARY SCHOOL,96.68%,,,
0880,DENVER COUNTY 1,3987,HIGHLINE ACADEMY CHARTER SCHOOL,31.73%,,,
0880,DENVER COUNTY 1,3990,HILL CAMPUS OF ARTS AND SCIENCES,53.37%,,,
0880,DENVER COUNTY 1,4074,HOLM ELEMENTARY SCHOOL,83.91%,,,
0880,DENVER COUNTY 1,4140,HOWELL K-8 SCHOOL,94.39%,,,
0880,DENVER COUNTY 1,4444,JOHN F KENNEDY HIGH SCHOOL,68.92%,,,
0880,DENVER COUNTY 1,4450,JOHNSON ELEMENTARY SCHOOL,97.36%,,,
0880,DENVER COUNTY 1,4494,JUSTICE HIGH SCHOOL DENVER,92.73%,,,
0880,DENVER COUNTY 1,4498,KAISER ELEMENTARY SCHOOL,88.17%,,,
0880,DENVER COUNTY 1,4507,KIPP MONTBELLO COLLEGE PREP,94.95%,,,
0880,DENVER COUNTY 1,4656,KEPNER MIDDLE SCHOOL,97.70%,,,
0880,DENVER COUNTY 1,4730,KIPP DENVER COLLEGIATE HIGH SCHOOL,93.94%,,,
0880,DENVER COUNTY 1,4732,KIPP SUNSHINE PEAK ACADEMY,97.86%,,,
0880,DENVER COUNTY 1,4762,KNAPP ELEMENTARY SCHOOL,99.67%,,,
0880,DENVER COUNTY 1,4782,HALLETT FUNDAMENTAL ACADEMY,90.31%,,,
0880,DENVER COUNTY 1,4795,KUNSMILLER CREATIVE ARTS ACADEMY,81.00%,,,
0880,DENVER COUNTY 1,4910,LAKE MIDDLE SCHOOL,95.68%,,,
0880,DENVER COUNTY 1,5129,LIFE SKILLS CENTER OF DENVER,81.08%,,,
0880,DENVER COUNTY 1,5158,LINCOLN ELEMENTARY SCHOOL,37.92%,,,
0880,DENVER COUNTY 1,5255,LAKE INTERNATIONAL SCHOOL,96.58%,,,
0880,DENVER COUNTY 1,5342,LOWRY ELEMENTARY SCHOOL,39.41%,,,
0880,DENVER COUNTY 1,5430,MANNY MARTINEZ MIDDLE SCHOOL,100.00%,,,
0880,DENVER COUNTY 1,5448,MANUAL HIGH SCHOOL,92.48%,,,
0880,DENVER COUNTY 1,5578,MARRAMA ELEMENTARY SCHOOL,83.60%,,,
0880,DENVER COUNTY 1,5605,MARTIN LUTHER KING JR. EARLY COLLEGE,87.18%,,,
0880,DENVER COUNTY 1,5608,MATHEMATICS AND SCIENCE LEADERSHIP ACADEMY,94.49%,,,
0880,DENVER COUNTY 1,5644,MAXWELL ELEMENTARY SCHOOL,93.97%,,,
0880,DENVER COUNTY 1,5685,MC GLONE ELEMENTARY SCHOOL,96.95%,,,
0880,DENVER COUNTY 1,5702,MC KINLEY-THATCHER ELEMENTARY SCHOOL,66.50%,,,
0880,DENVER COUNTY 1,5716,MC MEEN ELEMENTARY SCHOOL,88.48%,,,
0880,DENVER COUNTY 1,5826,MERRILL MIDDLE SCHOOL,81.87%,,,
0880,DENVER COUNTY 1,5844,CONTEMPORARY LEARNING ACADEMY HIGH SCHOOL,77.11%,,,
0880,DENVER COUNTY 1,5995,MONTBELLO HIGH SCHOOL,85.67%,,,
0880,DENVER COUNTY 1,5998,OAKLAND ELEMENTARY SCHOOL,94.30%,,,
0880,DENVER COUNTY 1,6002,MONTCLAIR ELEMENTARY SCHOOL,59.70%,,,
0880,DENVER COUNTY 1,6088,MOORE K-8 SCHOOL,77.06%,,,
0880,DENVER COUNTY 1,6098,MOREY MIDDLE SCHOOL,53.06%,,,
0880,DENVER COUNTY 1,6188,MUNROE ELEMENTARY SCHOOL,97.69%,,,
0880,DENVER COUNTY 1,6239,NOEL COMMUNITY ARTS SCHOOL,91.98%,,,
0880,DENVER COUNTY 1,6254,NEWLON ELEMENTARY SCHOOL,95.89%,,,
0880,DENVER COUNTY 1,6314,NORTH HIGH SCHOOL,84.31%,,,
0880,DENVER COUNTY 1,6350,BRUCE RANDOLPH SCHOOL,97.63%,,,
0880,DENVER COUNTY 1,6394,NORTHEAST ACADEMY CHARTER SCHOOL,87.53%,,,
0880,DENVER COUNTY 1,6397,ACADEMIA ANA MARIE SANDOVAL,39.34%,,,
0880,DENVER COUNTY 1,6479,ODYSSEY CHARTER ELEMENTARY SCHOOL,35.11%,,,
0880,DENVER COUNTY 1,6508,OMAR D BLAIR CHARTER SCHOOL,56.83%,,,
0880,DENVER COUNTY 1,6509,ONLINE HIGH SCHOOL,28.87%,,,
0880,DENVER COUNTY 1,6676,PALMER ELEMENTARY SCHOOL,64.16%,,,
0880,DENVER COUNTY 1,6754,PARK HILL SCHOOL,30.32%,,,
0880,DENVER COUNTY 1,6784,NOEL MIDDLE SCHOOL,95.84%,,,
0880,DENVER COUNTY 1,6957,PIONEER CHARTER SCHOOL,92.35%,,,
0880,DENVER COUNTY 1,6970,PITT-WALLER K-8 SCHOOL,73.67%,,,
0880,DENVER COUNTY 1,7045,PLACE BRIDGE ACADEMY,94.92%,,,
0880,DENVER COUNTY 1,7163,P.R.E.P. (POSITIVE REFOCUS EDUCATION PROGRAM),88.32%,,,
0880,DENVER COUNTY 1,7554,SABIN WORLD SCHOOL,84.35%,,,
0880,DENVER COUNTY 1,7578,SAMUELS ELEMENTARY SCHOOL,76.21%,,,
0880,DENVER COUNTY 1,7694,CHARLES M. SCHENCK (CMS) COMMUNITY SCHOOL,96.88%,,,
0880,DENVER COUNTY 1,7698,SCHMITT ELEMENTARY SCHOOL,94.91%,,,
0880,DENVER COUNTY 1,7942,SKINNER MIDDLE SCHOOL,86.49%,,,
0880,DENVER COUNTY 1,7972,SLAVENS K-8 SCHOOL,8.24%,,,
0880,DENVER COUNTY 1,7992,SMILEY MIDDLE SCHOOL,83.33%,,,
0880,DENVER COUNTY 1,8006,SMITH ELEMENTARY SCHOOL,98.49%,,,
0880,DENVER COUNTY 1,8053,SOAR,66.99%,,,
0880,DENVER COUNTY 1,8054,HENRY WORLD SCHOOL GRADES 6-8,80.93%,,,
0880,DENVER COUNTY 1,8085,WEST DENVER PREP:  FEDERAL CAMPUS,92.77%,,,
0880,DENVER COUNTY 1,8086,SOUTH HIGH SCHOOL,73.50%,,,
0880,DENVER COUNTY 1,8131,SOAR AT OAKLAND,90.09%,,,
0880,DENVER COUNTY 1,8132,SOUTHWEST EARLY COLLEGE CHARTER SCHOOL,78.98%,,,
0880,DENVER COUNTY 1,8138,SOUTHMOOR ELEMENTARY SCHOOL,31.26%,,,
0880,DENVER COUNTY 1,8145,SUMMIT ACADEMY,59.51%,,,
0880,DENVER COUNTY 1,8149,STEPHEN KNIGHT CENTER FOR EARLY EDUCATION,12.28%,,,
0880,DENVER COUNTY 1,8222,STECK ELEMENTARY SCHOOL,10.14%,,,
0880,DENVER COUNTY 1,8232,STEDMAN ELEMENTARY SCHOOL,89.61%,,,
0880,DENVER COUNTY 1,8242,STEELE ELEMENTARY SCHOOL,12.36%,,,
0880,DENVER COUNTY 1,8422,SWANSEA ELEMENTARY SCHOOL,96.54%,,,
0880,DENVER COUNTY 1,8453,SWIGERT-MCAULIFFE INTERNATIONAL ECE-8,10.41%,,,
0880,DENVER COUNTY 1,8776,TELLER ELEMENTARY SCHOOL,36.64%,,,
0880,DENVER COUNTY 1,8822,THOMAS JEFFERSON HIGH SCHOOL,53.53%,,,
0880,DENVER COUNTY 1,8888,TRAYLOR ELEMENTARY SCHOOL,67.76%,,,
0880,DENVER COUNTY 1,8909,TREVISTA ECE-8 AT HORACE MANN,96.51%,,,
0880,DENVER COUNTY 1,8945,UNIVERSITY PREP,81.42%,,,
0880,DENVER COUNTY 1,8970,UNIVERSITY PARK ELEMENTARY SCHOOL,30.35%,,,
0880,DENVER COUNTY 1,8995,VISTA ACADEMY,76.00%,,,
0880,DENVER COUNTY 1,9050,VALVERDE ELEMENTARY SCHOOL,99.13%,,,
0880,DENVER COUNTY 1,9336,WEST DENVER PREP - HIGHLAND CAMPUS,92.34%,,,
0880,DENVER COUNTY 1,9389,WEST DENVER PREP: HARVEY PARK CAMPUS,89.66%,,,
0880,DENVER COUNTY 1,9390,WEST DENVER PREP - LAKE CAMPUS,94.17%,,,
0880,DENVER COUNTY 1,9408,WEST HIGH SCHOOL,87.29%,,,
0880,DENVER COUNTY 1,9425,WESTERLY CREEK ELEMENTARY,21.55%,,,
0880,DENVER COUNTY 1,9496,CASTRO ELEMENTARY SCHOOL,97.11%,,,
0880,DENVER COUNTY 1,9548,WHITTIER K-8 SCHOOL,90.50%,,,
0880,DENVER COUNTY 1,9623,WILLIAM (BILL) ROBERTS K-8 SCHOOL,16.17%,,,
0880,DENVER COUNTY 1,9739,WYATT-EDISON CHARTER ELEMENTARY SCHOOL,74.69%,,,
0890,DOLORES COUNTY RE NO.2,0050,RICO ELEMENTARY SCHOOL,0.00%,,,
0890,DOLORES COUNTY RE NO.2,2216,DOVE CREEK HIGH SCHOOL,37.90%,,,
0890,DOLORES COUNTY RE NO.2,7764,SEVENTH STREET ELEMENTARY SCHOOL,52.90%,,,
0900,DOUGLAS COUNTY RE 1,0011,ACADEMY CHARTER SCHOOL,5.49%,,,
0900,DOUGLAS COUNTY RE 1,0012,ACRES GREEN ELEMENTARY SCHOOL,19.48%,,,
0900,DOUGLAS COUNTY RE 1,0135,BEN FRANKLIN ACADEMY,0.62%,,,
0900,DOUGLAS COUNTY RE 1,0201,DANIEL C OAKES HIGH SCHOOL--CASTLE ROCK,14.00%,,,
0900,DOUGLAS COUNTY RE 1,0215,AMERICAN ACADEMY AT CASTLE PINES CHARTER,1.68%,,,
0900,DOUGLAS COUNTY RE 1,0264,CIMARRON MIDDLE,10.50%,,,
0900,DOUGLAS COUNTY RE 1,0265,CLEAR SKY ELEMENTARY,15.77%,,,
0900,DOUGLAS COUNTY RE 1,0266,GOLD RUSH ELEMENTARY,8.03%,,,
0900,DOUGLAS COUNTY RE 1,0267,MESA MIDDLE SCHOOL,17.85%,,,
0900,DOUGLAS COUNTY RE 1,0354,ARROWWOOD ELEMENTARY SCHOOL,9.32%,,,
0900,DOUGLAS COUNTY RE 1,0651,BEAR CANYON ELEMENTARY SCHOOL,5.75%,,,
0900,DOUGLAS COUNTY RE 1,1131,BUFFALO RIDGE ELEMENTARY SCHOOL,4.51%,,,
0900,DOUGLAS COUNTY RE 1,1270,EARLY CHILDHOOD CENTER,0.00%,,,
0900,DOUGLAS COUNTY RE 1,1362,CASTLE ROCK ELEMENTARY SCHOOL,20.21%,,,
0900,DOUGLAS COUNTY RE 1,1367,CASTLE VIEW HIGH SCHOOL,11.18%,,,
0900,DOUGLAS COUNTY RE 1,1503,CHAPARRAL HIGH SCHOOL,9.01%,,,
0900,DOUGLAS COUNTY RE 1,1512,CHALLENGE TO EXCELLENCE CHARTER SCHOOL,5.06%,,,
0900,DOUGLAS COUNTY RE 1,1555,CLOVERLEAF HOME EDUCATION,0.00%,,,
0900,DOUGLAS COUNTY RE 1,1578,CHERRY VALLEY ELEMENTARY SCHOOL,21.57%,,,
0900,DOUGLAS COUNTY RE 1,1579,NORTH STAR ACADEMY,0.00%,,,
0900,DOUGLAS COUNTY RE 1,1873,CORE KNOWLEDGE CHARTER SCHOOL,3.62%,,,
0900,DOUGLAS COUNTY RE 1,1899,COPPER MESA ELEMENTARY SCHOOL,2.43%,,,
0900,DOUGLAS COUNTY RE 1,1925,COUGAR RUN ELEMENTARY SCHOOL,8.84%,,,
0900,DOUGLAS COUNTY RE 1,1934,COYOTE CREEK ELEMENTARY SCHOOL,6.53%,,,
0900,DOUGLAS COUNTY RE 1,2012,CRESTHILL MIDDLE SCHOOL,12.56%,,,
0900,DOUGLAS COUNTY RE 1,2226,CASTLE ROCK MIDDLE SCHOOL,12.96%,,,
0900,DOUGLAS COUNTY RE 1,2230,DOUGLAS COUNTY HIGH SCHOOL,11.01%,,,
0900,DOUGLAS COUNTY RE 1,2232,ROCK RIDGE ELEMENTARY SCHOOL,15.40%,,,
0900,DOUGLAS COUNTY RE 1,2233,CHEROKEE TRAIL ELEMENTARY SCHOOL,13.66%,,,
0900,DOUGLAS COUNTY RE 1,2234,EAGLE RIDGE ELEMENTARY SCHOOL,8.11%,,,
0900,DOUGLAS COUNTY RE 1,2338,EAGLE ACADEMY,10.48%,,,
0900,DOUGLAS COUNTY RE 1,2656,ELDORADO ELEMENTARY SCHOOL,6.40%,,,
0900,DOUGLAS COUNTY RE 1,2952,MAMMOTH HEIGHTS ELEMENTARY,9.44%,,,
0900,DOUGLAS COUNTY RE 1,2953,STONE MOUNTAIN ELEMENTARY,1.46%,,,
0900,DOUGLAS COUNTY RE 1,2954,ROXBOROUGH INTERMEDIATE,9.68%,,,
0900,DOUGLAS COUNTY RE 1,2965,FLAGSTONE ELEMENTARY SCHOOL,11.44%,,,
0900,DOUGLAS COUNTY RE 1,3138,FOX CREEK ELEMENTARY SCHOOL,7.01%,,,
0900,DOUGLAS COUNTY RE 1,3172,FRANKTOWN ELEMENTARY SCHOOL,9.67%,,,
0900,DOUGLAS COUNTY RE 1,3241,FRONTIER VALLEY ELEMENTARY SCHOOL,6.42%,,,
0900,DOUGLAS COUNTY RE 1,3928,HERITAGE ELEMENTARY SCHOOL,4.12%,,,
0900,DOUGLAS COUNTY RE 1,3980,HIGHLANDS RANCH HIGH SCHOOL,9.06%,,,
0900,DOUGLAS COUNTY RE 1,3995,HOPE ON-LINE,63.41%,,,
0900,DOUGLAS COUNTY RE 1,4271,LEGEND HIGH SCHOOL,7.45%,,,
0900,DOUGLAS COUNTY RE 1,4292,IRON HORSE ELEMENTARY SCHOOL,13.74%,,,
0900,DOUGLAS COUNTY RE 1,4980,LARKSPUR ELEMENTARY SCHOOL,8.72%,,,
0900,DOUGLAS COUNTY RE 1,5045,LEGACY POINT ELEMENTARY SCHOOL,13.93%,,,
0900,DOUGLAS COUNTY RE 1,5259,STEM MIDDLE & HIGH SCHOOL,3.98%,,,
0900,DOUGLAS COUNTY RE 1,5405,EDCSD: COLORADO CYBER SCHOOL,10.30%,,,
0900,DOUGLAS COUNTY RE 1,5607,SAGE CANYON ELEMENTARY,6.83%,,,
0900,DOUGLAS COUNTY RE 1,5745,MEADOW VIEW ELEMENTARY SCHOOL,8.67%,,,
0900,DOUGLAS COUNTY RE 1,5843,LONE TREE ELEMENTARY,3.47%,,,
0900,DOUGLAS COUNTY RE 1,5997,D C S MONTESSORI CHARTER SCHOOL,3.39%,,,
0900,DOUGLAS COUNTY RE 1,6152,MOUNTAIN VIEW ELEMENTARY SCHOOL,7.71%,,,
0900,DOUGLAS COUNTY RE 1,6164,MOUNTAIN RIDGE MIDDLE SCHOOL,6.69%,,,
0900,DOUGLAS COUNTY RE 1,6165,MOUNTAIN VISTA HIGH SCHOOL,6.15%,,,
0900,DOUGLAS COUNTY RE 1,6365,SKYVIEW ACADEMY,2.60%,,,
0900,DOUGLAS COUNTY RE 1,6396,NORTHEAST ELEMENTARY SCHOOL,6.81%,,,
0900,DOUGLAS COUNTY RE 1,6406,NORTHRIDGE ELEMENTARY SCHOOL,10.94%,,,
0900,DOUGLAS COUNTY RE 1,6772,SAGEWOOD MIDDLE SCHOOL,8.75%,,,
0900,DOUGLAS COUNTY RE 1,6773,SIERRA MIDDLE SCHOOL,14.20%,,,
0900,DOUGLAS COUNTY RE 1,6938,PINE GROVE ELEMENTARY SCHOOL,3.19%,,,
0900,DOUGLAS COUNTY RE 1,6940,PINE LANE ELEMENTARY,22.44%,,,
0900,DOUGLAS COUNTY RE 1,6961,PIONEER ELEMENTARY SCHOOL,13.50%,,,
0900,DOUGLAS COUNTY RE 1,7047,PLATTE RIVER CHARTER ACADEMY,0.78%,,,
0900,DOUGLAS COUNTY RE 1,7096,ROXBOROUGH ELEMENTARY SCHOOL,7.71%,,,
0900,DOUGLAS COUNTY RE 1,7118,PONDEROSA HIGH SCHOOL,8.40%,,,
0900,DOUGLAS COUNTY RE 1,7134,PRAIRIE CROSSING ELEMENTARY SCHOOL,8.49%,,,
0900,DOUGLAS COUNTY RE 1,7245,RANCH VIEW MIDDLE SCHOOL,5.02%,,,
0900,DOUGLAS COUNTY RE 1,7297,REDSTONE ELEMENTARY SCHOOL,2.47%,,,
0900,DOUGLAS COUNTY RE 1,7319,RENAISSANCE EXPEDITION LEARN OUTWARD BOUND SCHOOL,3.92%,,,
0900,DOUGLAS COUNTY RE 1,7435,ROCK CANYON HIGH SCHOOL,2.45%,,,
0900,DOUGLAS COUNTY RE 1,7448,ROCKY HEIGHTS MIDDLE SCHOOL,2.82%,,,
0900,DOUGLAS COUNTY RE 1,7562,SADDLE RANCH ELEMENTARY SCHOOL,2.77%,,,
0900,DOUGLAS COUNTY RE 1,7610,SAND CREEK ELEMENTARY SCHOOL,10.94%,,,
0900,DOUGLAS COUNTY RE 1,7718,SEDALIA ELEMENTARY SCHOOL,36.22%,,,
0900,DOUGLAS COUNTY RE 1,8106,SOARING HAWK ELEMENTARY SCHOOL,6.55%,,,
0900,DOUGLAS COUNTY RE 1,8126,SOUTH RIDGE ELEMENTARY AN IB WORLD SCHOOL,38.49%,,,
0900,DOUGLAS COUNTY RE 1,8382,SUMMIT VIEW ELEMENTARY SCHOOL,4.80%,,,
0900,DOUGLAS COUNTY RE 1,8847,THUNDERRIDGE HIGH SCHOOL,6.42%,,,
0900,DOUGLAS COUNTY RE 1,8853,TIMBER TRAIL ELEMENTARY SCHOOL,2.09%,,,
0900,DOUGLAS COUNTY RE 1,8897,TRAILBLAZER ELEMENTARY SCHOOL,8.35%,,,
0900,DOUGLAS COUNTY RE 1,9592,WILDCAT MOUNTAIN ELEMENTARY SCHOOL,3.13%,,,
0910,EAGLE COUNTY RE 50,0037,RED HILL ELEMENTARY SCHOOL,42.74%,,,
0910,EAGLE COUNTY RE 50,0038,BRUSH CREEK ELEMENTARY SCHOOL,14.57%,,,
0910,EAGLE COUNTY RE 50,0039,GYPSUM CREEK MIDDLE SCHOOL,57.33%,,,
0910,EAGLE COUNTY RE 50,0205,RED CANYON HIGH SCHOOL,40.00%,,,
0910,EAGLE COUNTY RE 50,0471,AVON ELEMENTARY SCHOOL,77.22%,,,
0910,EAGLE COUNTY RE 50,0604,BATTLE MOUNTAIN HIGH SCHOOL,35.35%,,,
0910,EAGLE COUNTY RE 50,0793,BERRY CREEK MIDDLE SCHOOL,67.05%,,,
0910,EAGLE COUNTY RE 50,2340,EAGLE COUNTY CHARTER ACADEMY,0.63%,,,
0910,EAGLE COUNTY RE 50,2346,EAGLE VALLEY ELEMENTARY SCHOOL,50.37%,,,
0910,EAGLE COUNTY RE 50,2350,EAGLE VALLEY HIGH SCHOOL,33.71%,,,
0910,EAGLE COUNTY RE 50,2355,EAGLE VALLEY MIDDLE SCHOOL,30.22%,,,
0910,EAGLE COUNTY RE 50,2530,EDWARDS ELEMENTARY SCHOOL,49.38%,,,
0910,EAGLE COUNTY RE 50,3710,GYPSUM ELEMENTARY SCHOOL,70.87%,,,
0910,EAGLE COUNTY RE 50,4838,JUNE CREEK ELEMENTARY SCHOOL,69.77%,,,
0910,EAGLE COUNTY RE 50,5742,HOMESTAKE PEAK SCHOOL,43.13%,,,
0910,EAGLE COUNTY RE 50,6238,NEW AMERICA CHARTER SCHOOL,38.71%,,,
0910,EAGLE COUNTY RE 50,7285,RED TABLE EARLY LEARNING CENTER,0.00%,,,
0910,EAGLE COUNTY RE 50,7296,RED SANDSTONE ELEMENTARY SCHOOL,32.30%,,,
0910,EAGLE COUNTY RE 50,9061,VAIL SKI AND SNOWBOARD ACADEMY (USSA),2.16%,,,
0910,EAGLE COUNTY RE 50,9701,WORLD ACADEMY,0.00%,,,
0920,ELIZABETH C-1,2572,LEGACY ACADEMY,11.52%,,,
0920,ELIZABETH C-1,2604,ELIZABETH MIDDLE SCHOOL,17.34%,,,
0920,ELIZABETH C-1,2608,ELIZABETH HIGH SCHOOL,13.73%,,,
0920,ELIZABETH C-1,3236,FRONTIER HIGH SCHOOL,40.00%,,,
0920,ELIZABETH C-1,7300,ELIZABETH RUNNING CREEK PRESCHOOL,0.00%,,,
0920,ELIZABETH C-1,7517,RUNNING CREEK ELEMENTARY SCHOOL,27.42%,,,
0920,ELIZABETH C-1,7924,SINGING HILLS PRESCHOOL,0.00%,,,
0920,ELIZABETH C-1,7925,SINGING HILLS ELEMENTARY SCHOOL,17.04%,,,
0930,KIOWA C-2,4724,KIOWA ELEMENTARY SCHOOL,40.74%,,,
0930,KIOWA C-2,4726,KIOWA MIDDLE SCHOOL,41.25%,,,
0930,KIOWA C-2,4728,KIOWA HIGH SCHOOL,35.82%,,,
0940,BIG SANDY 100J,7914,SIMLA ELEMENTARY SCHOOL,60.31%,,,
0940,BIG SANDY 100J,7918,SIMLA JUNIOR HIGH SCHOOL,46.34%,,,
0940,BIG SANDY 100J,7922,SIMLA HIGH SCHOOL,54.44%,,,
0950,ELBERT 200,2570,ELBERT ELEMENTARY SCHOOL,24.18%,,,
0950,ELBERT 200,2574,ELBERT JUNIOR-SENIOR HIGH SCHOOL,32.29%,,,
0960,AGATE 300,0044,AGATE ELEMENTARY SCHOOL,77.78%,,,
0970,CALHAN RJ-1,1210,CALHAN ELEMENTARY SCHOOL,48.53%,,,
0970,CALHAN RJ-1,1215,CALHAN MIDDLE SCHOOL,43.20%,,,
0970,CALHAN RJ-1,1218,CALHAN HIGH SCHOOL,40.12%,,,
0980,HARRISON 2,0469,ATLAS PREPARATORY SCHOOL,77.14%,,,
0980,HARRISON 2,1000,BRICKER ELEMENTARY SCHOOL,83.68%,,,
0980,HARRISON 2,1306,CARMEL MIDDLE SCHOOL,83.84%,,,
0980,HARRISON 2,1383,CENTENNIAL ELEMENTARY SCHOOL,85.27%,,,
0980,HARRISON 2,3392,GIBERSON ELEMENTARY SCHOOL,79.49%,,,
0980,HARRISON 2,3522,FOX MEADOW MIDDLE SCHOOL,70.67%,,,
0980,HARRISON 2,3806,HARRISON HIGH SCHOOL,70.33%,,,
0980,HARRISON 2,3870,HIGH SCHOOL PREPARATORY ACADEMY,91.67%,,,
0980,HARRISON 2,4378,JAMES IRWIN CHARTER HIGH SCHOOL,33.18%,,,
0980,HARRISON 2,4379,JAMES IRWIN CHARTER MIDDLE SCHOOL,44.19%,,,
0980,HARRISON 2,4380,JAMES IRWIN CHARTER ELEMENTARY SCHOOL,41.23%,,,
0980,HARRISON 2,6018,MONTEREY ELEMENTARY SCHOOL,87.56%,,,
0980,HARRISON 2,6162,MOUNTAIN VISTA COMMUNITY SCHOOL,62.48%,,,
0980,HARRISON 2,6244,NEW HORIZONS DAY SCHOOL,68.89%,,,
0980,HARRISON 2,6460,OAK CREEK ELEMENTARY SCHOOL,78.41%,,,
0980,HARRISON 2,6578,OTERO ELEMENTARY SCHOOL,57.88%,,,
0980,HARRISON 2,6686,PANORAMA MIDDLE SCHOOL,74.71%,,,
0980,HARRISON 2,6936,PIKES PEAK ELEMENTARY SCHOOL,89.36%,,,
0980,HARRISON 2,7611,SAND CREEK ELEMENTARY SCHOOL,78.15%,,,
0980,HARRISON 2,7882,SIERRA HIGH SCHOOL,64.92%,,,
0980,HARRISON 2,8034,SOARING EAGLES ELEMENTARY SCHOOL,56.18%,,,
0980,HARRISON 2,8337,STRATMOOR HILLS ELEMENTARY SCHOOL,85.00%,,,
0980,HARRISON 2,8350,STRATTON MEADOWS ELEMENTARY SCHOOL,87.47%,,,
0980,HARRISON 2,8923,TURMAN ELEMENTARY SCHOOL,81.82%,,,
0980,HARRISON 2,9602,WILDFLOWER ELEMENTARY SCHOOL,71.32%,,,
0990,WIDEFIELD 3,3234,FRENCH ELEMENTARY SCHOOL,43.87%,,,
0990,WIDEFIELD 3,4346,TALBOTT ELEMENTARY SCHOOL,65.77%,,,
0990,WIDEFIELD 3,4394,JANITELL JUNIOR HIGH SCHOOL,41.87%,,,
0990,WIDEFIELD 3,5033,JAMES MADISON CHARTER ACADEMY SCHOOL,2.08%,,,
0990,WIDEFIELD 3,5602,MARTIN LUTHER KING JR ELEMENTARY SCHOOL,48.33%,,,
0990,WIDEFIELD 3,5841,MESA RIDGE HIGH SCHOOL,37.55%,,,
0990,WIDEFIELD 3,6952,PINELLO ELEMENTARY SCHOOL,66.57%,,,
0990,WIDEFIELD 3,8122,VENETUCCI ELEMENTARY SCHOOL,51.46%,,,
0990,WIDEFIELD 3,8178,SPROUL JUNIOR HIGH SCHOOL,46.40%,,,
0990,WIDEFIELD 3,8392,SUNRISE ELEMENTARY SCHOOL,46.37%,,,
0990,WIDEFIELD 3,9294,WATSON JUNIOR HIGH SCHOOL,47.59%,,,
0990,WIDEFIELD 3,9334,WEBSTER ELEMENTARY SCHOOL,45.88%,,,
0990,WIDEFIELD 3,9560,DISCOVERY HIGH SCHOOL,59.70%,,,
0990,WIDEFIELD 3,9562,WIDEFIELD ELEMENTARY SCHOOL,54.49%,,,
0990,WIDEFIELD 3,9566,WIDEFIELD HIGH SCHOOL,33.04%,,,
0990,WIDEFIELD 3,9656,WIDEFIELD DISTRICT 3 PRESCHOOL,0.00%,,,
1000,FOUNTAIN 8,0203,LORRAINE SECONDARY SCHOOL,50.46%,,,
1000,FOUNTAIN 8,1332,CARSON MIDDLE SCHOOL,54.48%,,,
1000,FOUNTAIN 8,1334,ABRAMS ELEMENTARY SCHOOL,72.36%,,,
1000,FOUNTAIN 8,3027,EAGLESIDE ELEMENTARY SCHOOL,28.82%,,,
1000,FOUNTAIN 8,3102,ARAGON ELEMENTARY SCHOOL,67.17%,,,
1000,FOUNTAIN 8,3106,FOUNTAIN MIDDLE SCHOOL,41.94%,,,
1000,FOUNTAIN 8,3108,MESA ELEMENTARY SCHOOL,44.20%,,,
1000,FOUNTAIN 8,3110,FOUNTAIN-FORT CARSON HIGH SCHOOL,35.68%,,,
1000,FOUNTAIN 8,4474,JORDAHL ELEMENTARY SCHOOL,39.64%,,,
1000,FOUNTAIN 8,6138,MOUNTAINSIDE ELEMENTARY SCHOOL,68.11%,,,
1000,FOUNTAIN 8,6338,PATRIOT ELEMENTARY SCHOOL,46.81%,,,
1000,FOUNTAIN 8,9610,WEIKEL ELEMENTARY SCHOOL,46.03%,,,
1010,COLORADO SPRINGS 11,0269,ACHIEVEK12,13.99%,,,
1010,COLORADO SPRINGS 11,0452,AUDUBON ELEMENTARY SCHOOL,64.61%,,,
1010,COLORADO SPRINGS 11,0517,ACADEMY FOR ADVANCED AND CREATIVE LEARNING,22.54%,,,
1010,COLORADO SPRINGS 11,0594,BATES ELEMENTARY SCHOOL,58.29%,,,
1010,COLORADO SPRINGS 11,0871,THE BIJOU SCHOOL,51.92%,,,
1010,COLORADO SPRINGS 11,1032,BRISTOL ELEMENTARY SCHOOL,76.00%,,,
1010,COLORADO SPRINGS 11,1126,BUENA VISTA ELEMENTARY SCHOOL,25.71%,,,
1010,COLORADO SPRINGS 11,1340,CARVER ELEMENTARY SCHOOL,77.13%,,,
1010,COLORADO SPRINGS 11,1613,CHIPETA ELEMENTARY SCHOOL,15.05%,,,
1010,COLORADO SPRINGS 11,1616,CIVA CHARTER ACADEMY,41.94%,,,
1010,COLORADO SPRINGS 11,1625,MCAULIFFE ELEMENTARY,54.98%,,,
1010,COLORADO SPRINGS 11,1798,COLUMBIA ELEMENTARY SCHOOL,74.83%,,,
