DISTRICT CODE,DISTRICT NAME,SCHOOL CODE,SCHOOL NAME,% FREE AND REDUCED
0880,DENVER COUNTY 1,8132,SOUTHWEST EARLY COLLEGE CHARTER SCHOOL,81.8%
0880,DENVER COUNTY 1,8138,SOUTHMOOR ELEMENTARY SCHOOL,28.4%
0880,DENVER COUNTY 1,8145,SUMMIT ACADEMY,69.5%
0880,DENVER COUNTY 1,8222,STECK ELEMENTARY SCHOOL,11.9%
0880,DENVER COUNTY 1,8232,STEDMAN ELEMENTARY SCHOOL,88.7%
0880,DENVER COUNTY 1,8242,STEELE ELEMENTARY SCHOOL,11.2%
0880,DENVER COUNTY 1,8422,SWANSEA ELEMENTARY SCHOOL,96.5%
0880,DENVER COUNTY 1,8776,TELLER ELEMENTARY SCHOOL,39.3%
0880,DENVER COUNTY 1,8822,THOMAS JEFFERSON HIGH SCHOOL,47.8%
0880,DENVER COUNTY 1,8888,TRAYLOR ELEMENTARY SCHOOL,63.5%
0880,DENVER COUNTY 1,8909,TREVISTA ECE-8 AT HORACE MANN,96.3%
0880,DENVER COUNTY 1,8970,UNIVERSITY PARK ELEMENTARY SCHOOL,27.9%
0880,DENVER COUNTY 1,9050,VALVERDE ELEMENTARY SCHOOL,97.8%
0880,DENVER COUNTY 1,9336,WEST DENVER PREP - HIGHLAND CAMPUS,93.5%
0880,DENVER COUNTY 1,9389,WEST DENVER PREP: HARVEY PARK CAMPUS,89.9%
0880,DENVER COUNTY 1,9390,WEST DENVER PREP - LAKE CAMPUS,92.9%
0880,DENVER COUNTY 1,9408,WEST HIGH SCHOOL,87.7%
0880,DENVER COUNTY 1,9425,WESTERLY CREEK ELEMENTARY,19.7%
0880,DENVER COUNTY 1,9496,CASTRO ELEMENTARY SCHOOL,97.7%
0880,DENVER COUNTY 1,9548,WHITTIER K-8 SCHOOL,95.6%
0880,DENVER COUNTY 1,9623,WILLIAM (BILL) ROBERTS K-8 SCHOOL,17.2%
0880,DENVER COUNTY 1,9739,WYATT-EDISON CHARTER ELEMENTARY SCHOOL,84.9%
0890,DOLORES COUNTY RE NO.2,0050,RICO ELEMENTARY SCHOOL,0.0%
0890,DOLORES COUNTY RE NO.2,2216,DOVE CREEK HIGH SCHOOL,44.4%
0890,DOLORES COUNTY RE NO.2,7764,SEVENTH STREET ELEMENTARY SCHOOL,57.8%
0900,DOUGLAS COUNTY RE 1,0011,ACADEMY CHARTER SCHOOL,8.0%
0900,DOUGLAS COUNTY RE 1,0012,ACRES GREEN ELEMENTARY SCHOOL,17.6%
0900,DOUGLAS COUNTY RE 1,0201,DANIEL C OAKES HIGH SCHOOL--CASTLE ROCK,4.6%
0900,DOUGLAS COUNTY RE 1,0215,AMERICAN ACADEMY AT CASTLE PINES CHARTER,1.5%
0900,DOUGLAS COUNTY RE 1,0264,CIMARRON MIDDLE,9.4%
0900,DOUGLAS COUNTY RE 1,0265,CLEAR SKY ELEMENTARY,15.2%
0900,DOUGLAS COUNTY RE 1,0266,GOLD RUSH ELEMENTARY,7.7%
0900,DOUGLAS COUNTY RE 1,0267,MESA MIDDLE SCHOOL,13.8%
0900,DOUGLAS COUNTY RE 1,0354,ARROWWOOD ELEMENTARY SCHOOL,9.1%
0900,DOUGLAS COUNTY RE 1,0651,BEAR CANYON ELEMENTARY SCHOOL,6.8%
0900,DOUGLAS COUNTY RE 1,1131,BUFFALO RIDGE ELEMENTARY SCHOOL,4.0%
0900,DOUGLAS COUNTY RE 1,1362,CASTLE ROCK ELEMENTARY SCHOOL,16.8%
0900,DOUGLAS COUNTY RE 1,1367,CASTLE VIEW HIGH SCHOOL,11.9%
0900,DOUGLAS COUNTY RE 1,1503,CHAPARRAL HIGH SCHOOL,8.6%
0900,DOUGLAS COUNTY RE 1,1512,CHALLENGE TO EXCELLENCE CHARTER SCHOOL,6.0%
0900,DOUGLAS COUNTY RE 1,1578,CHERRY VALLEY ELEMENTARY SCHOOL,20.3%
0900,DOUGLAS COUNTY RE 1,1579,NORTH STAR ACADEMY,0.0%
0900,DOUGLAS COUNTY RE 1,1873,CORE KNOWLEDGE CHARTER SCHOOL,3.1%
0900,DOUGLAS COUNTY RE 1,1899,COPPER MESA ELEMENTARY SCHOOL,2.2%
0900,DOUGLAS COUNTY RE 1,1925,COUGAR RUN ELEMENTARY SCHOOL,9.7%
0900,DOUGLAS COUNTY RE 1,1934,COYOTE CREEK ELEMENTARY SCHOOL,4.8%
0900,DOUGLAS COUNTY RE 1,2012,CRESTHILL MIDDLE SCHOOL,10.4%
0900,DOUGLAS COUNTY RE 1,2226,CASTLE ROCK MIDDLE SCHOOL,14.0%
0900,DOUGLAS COUNTY RE 1,2230,DOUGLAS COUNTY HIGH SCHOOL,10.3%
0900,DOUGLAS COUNTY RE 1,2232,ROCK RIDGE ELEMENTARY SCHOOL,12.3%
0900,DOUGLAS COUNTY RE 1,2233,CHEROKEE TRAIL ELEMENTARY SCHOOL,11.6%
0900,DOUGLAS COUNTY RE 1,2234,EAGLE RIDGE ELEMENTARY SCHOOL,9.6%
0900,DOUGLAS COUNTY RE 1,2338,EAGLE ACADEMY,1.0%
0900,DOUGLAS COUNTY RE 1,2656,ELDORADO ELEMENTARY SCHOOL,5.7%
0900,DOUGLAS COUNTY RE 1,2952,MAMMOTH HEIGHTS ELEMENTARY,10.6%
0900,DOUGLAS COUNTY RE 1,2953,STONE MOUNTAIN ELEMENTARY,1.3%
0900,DOUGLAS COUNTY RE 1,2954,ROXBOROUGH INTERMEDIATE,9.1%
0900,DOUGLAS COUNTY RE 1,2965,FLAGSTONE ELEMENTARY SCHOOL,10.8%
0900,DOUGLAS COUNTY RE 1,3138,FOX CREEK ELEMENTARY SCHOOL,8.6%
0900,DOUGLAS COUNTY RE 1,3172,FRANKTOWN ELEMENTARY SCHOOL,9.4%
0900,DOUGLAS COUNTY RE 1,3241,FRONTIER VALLEY ELEMENTARY SCHOOL,5.6%
0900,DOUGLAS COUNTY RE 1,3928,HERITAGE ELEMENTARY SCHOOL,4.1%
0900,DOUGLAS COUNTY RE 1,3980,HIGHLANDS RANCH HIGH SCHOOL,8.0%
0900,DOUGLAS COUNTY RE 1,3995,HOPE ON-LINE,62.8%
0900,DOUGLAS COUNTY RE 1,4271,LEGEND HIGH SCHOOL,8.6%
0900,DOUGLAS COUNTY RE 1,4292,IRON HORSE ELEMENTARY SCHOOL,13.2%
0900,DOUGLAS COUNTY RE 1,4980,LARKSPUR ELEMENTARY SCHOOL,7.7%
0900,DOUGLAS COUNTY RE 1,5045,LEGACY POINT ELEMENTARY SCHOOL,11.7%
0900,DOUGLAS COUNTY RE 1,5405,EDCSD: COLORADO CYBER SCHOOL,9.1%
0900,DOUGLAS COUNTY RE 1,5607,SAGE CANYON ELEMENTARY,5.9%
0900,DOUGLAS COUNTY RE 1,5745,MEADOW VIEW ELEMENTARY SCHOOL,8.5%
0900,DOUGLAS COUNTY RE 1,5843,LONE TREE ELEMENTARY,4.0%
0900,DOUGLAS COUNTY RE 1,5997,D C S MONTESSORI CHARTER SCHOOL,4.2%
0900,DOUGLAS COUNTY RE 1,6152,MOUNTAIN VIEW ELEMENTARY SCHOOL,5.8%
0900,DOUGLAS COUNTY RE 1,6164,MOUNTAIN RIDGE MIDDLE SCHOOL,7.0%
0900,DOUGLAS COUNTY RE 1,6165,MOUNTAIN VISTA HIGH SCHOOL,5.8%
0900,DOUGLAS COUNTY RE 1,6365,SKYVIEW ACADEMY,2.7%
0900,DOUGLAS COUNTY RE 1,6396,NORTHEAST ELEMENTARY SCHOOL,6.0%
0900,DOUGLAS COUNTY RE 1,6406,NORTHRIDGE ELEMENTARY SCHOOL,11.1%
0900,DOUGLAS COUNTY RE 1,6772,SAGEWOOD MIDDLE SCHOOL,8.6%
0900,DOUGLAS COUNTY RE 1,6773,SIERRA MIDDLE SCHOOL,10.3%
0900,DOUGLAS COUNTY RE 1,6938,PINE GROVE ELEMENTARY SCHOOL,4.5%
0900,DOUGLAS COUNTY RE 1,6940,PINE LANE ELEMENTARY,20.3%
0900,DOUGLAS COUNTY RE 1,6961,PIONEER ELEMENTARY SCHOOL,13.7%
0900,DOUGLAS COUNTY RE 1,7047,PLATTE RIVER CHARTER ACADEMY,0.0%
0900,DOUGLAS COUNTY RE 1,7096,ROXBOROUGH ELEMENTARY SCHOOL,6.5%
0900,DOUGLAS COUNTY RE 1,7118,PONDEROSA HIGH SCHOOL,8.7%
0900,DOUGLAS COUNTY RE 1,7134,PRAIRIE CROSSING ELEMENTARY SCHOOL,5.1%
0900,DOUGLAS COUNTY RE 1,7245,RANCH VIEW MIDDLE SCHOOL,6.3%
0900,DOUGLAS COUNTY RE 1,7297,REDSTONE ELEMENTARY SCHOOL,1.4%
0900,DOUGLAS COUNTY RE 1,7319,RENAISSANCE EXPEDITION LEARN OUTWARD BOUND SCHOOL,4.4%
0900,DOUGLAS COUNTY RE 1,7435,ROCK CANYON HIGH SCHOOL,1.9%
0900,DOUGLAS COUNTY RE 1,7448,ROCKY HEIGHTS MIDDLE SCHOOL,2.0%
0900,DOUGLAS COUNTY RE 1,7562,SADDLE RANCH ELEMENTARY SCHOOL,2.3%
0900,DOUGLAS COUNTY RE 1,7610,SAND CREEK ELEMENTARY SCHOOL,11.2%
0900,DOUGLAS COUNTY RE 1,7718,SEDALIA ELEMENTARY SCHOOL,33.1%
0900,DOUGLAS COUNTY RE 1,8106,SOARING HAWK ELEMENTARY SCHOOL,6.1%
0900,DOUGLAS COUNTY RE 1,8126,SOUTH STREET ELEMENTARY SCHOOL,40.0%
0900,DOUGLAS COUNTY RE 1,8382,SUMMIT VIEW ELEMENTARY SCHOOL,3.8%
0900,DOUGLAS COUNTY RE 1,8847,THUNDERRIDGE HIGH SCHOOL,6.5%
0900,DOUGLAS COUNTY RE 1,8853,TIMBER TRAIL ELEMENTARY SCHOOL,3.5%
0900,DOUGLAS COUNTY RE 1,8897,TRAILBLAZER ELEMENTARY SCHOOL,6.6%
0900,DOUGLAS COUNTY RE 1,9592,WILDCAT MOUNTAIN ELEMENTARY SCHOOL,5.0%
0910,EAGLE COUNTY RE 50,0037,RED HILL ELEMENTARY SCHOOL,45.9%
0910,EAGLE COUNTY RE 50,0038,BRUSH CREEK ELEMENTARY SCHOOL,16.3%
0910,EAGLE COUNTY RE 50,0039,GYPSUM CREEK MIDDLE SCHOOL,56.3%
0910,EAGLE COUNTY RE 50,0205,RED CANYON HIGH SCHOOL,27.9%
0910,EAGLE COUNTY RE 50,0471,AVON ELEMENTARY SCHOOL,77.3%
0910,EAGLE COUNTY RE 50,0604,BATTLE MOUNTAIN HIGH SCHOOL,31.6%
0910,EAGLE COUNTY RE 50,0793,BERRY CREEK MIDDLE SCHOOL,71.0%
0910,EAGLE COUNTY RE 50,2340,EAGLE COUNTY CHARTER ACADEMY,0.0%
0910,EAGLE COUNTY RE 50,2346,EAGLE VALLEY ELEMENTARY SCHOOL,47.4%
0910,EAGLE COUNTY RE 50,2350,EAGLE VALLEY HIGH SCHOOL,29.5%
0910,EAGLE COUNTY RE 50,2355,EAGLE VALLEY MIDDLE SCHOOL,30.3%
0910,EAGLE COUNTY RE 50,2530,EDWARDS ELEMENTARY SCHOOL,48.6%
0910,EAGLE COUNTY RE 50,3710,GYPSUM ELEMENTARY SCHOOL,64.6%
0910,EAGLE COUNTY RE 50,4838,JUNE CREEK ELEMENTARY SCHOOL,62.3%
0910,EAGLE COUNTY RE 50,5742,MEADOW MOUNTAIN ELEMENTARY SCHOOL,66.8%
0910,EAGLE COUNTY RE 50,5930,MINTURN MIDDLE SCHOOL,28.6%
0910,EAGLE COUNTY RE 50,6238,NEW AMERICA CHARTER SCHOOL,0.0%
0910,EAGLE COUNTY RE 50,7296,RED SANDSTONE ELEMENTARY SCHOOL,27.6%
0910,EAGLE COUNTY RE 50,9061,VAIL SKI AND SNOWBOARD ACADEMY (USSA),0.0%
0920,ELIZABETH C-1,2572,LEGACY ACADEMY,11.2%
0920,ELIZABETH C-1,2604,ELIZABETH MIDDLE SCHOOL,15.7%
0920,ELIZABETH C-1,2608,ELIZABETH HIGH SCHOOL,10.8%
0920,ELIZABETH C-1,3236,FRONTIER HIGH SCHOOL,44.1%
0920,ELIZABETH C-1,7517,RUNNING CREEK ELEMENTARY SCHOOL,23.8%
0920,ELIZABETH C-1,7925,SINGING HILLS ELEMENTARY SCHOOL,15.0%
0930,KIOWA C-2,4724,KIOWA ELEMENTARY SCHOOL,43.2%
0930,KIOWA C-2,4726,KIOWA MIDDLE SCHOOL,41.0%
0930,KIOWA C-2,4728,KIOWA HIGH SCHOOL,40.7%
0940,BIG SANDY 100J,7914,SIMLA ELEMENTARY SCHOOL,63.5%
0940,BIG SANDY 100J,7918,SIMLA JUNIOR HIGH SCHOOL,46.1%
0940,BIG SANDY 100J,7922,SIMLA HIGH SCHOOL,54.0%
0950,ELBERT 200,2570,ELBERT ELEMENTARY SCHOOL,28.4%
0950,ELBERT 200,2574,ELBERT JUNIOR-SENIOR HIGH SCHOOL,30.6%
0960,AGATE 300,0044,AGATE ELEMENTARY SCHOOL,53.8%
0960,AGATE 300,0048,AGATE JUNIOR-SENIOR HIGH SCHOOL,55.0%
0970,CALHAN RJ-1,0035,FRONTIER CHARTER ACADEMY,43.1%
0970,CALHAN RJ-1,1210,CALHAN ELEMENTARY SCHOOL,47.0%
0970,CALHAN RJ-1,1215,CALHAN MIDDLE SCHOOL,36.8%
0970,CALHAN RJ-1,1218,CALHAN HIGH SCHOOL,32.6%
0980,HARRISON 2,0029,ADULT & FAMILY LITERACY,4.3%
0980,HARRISON 2,0469,ATLAS PREPARATORY SCHOOL,82.5%
0980,HARRISON 2,1000,BRICKER ELEMENTARY SCHOOL,84.1%
0980,HARRISON 2,1306,CARMEL MIDDLE SCHOOL,81.7%
0980,HARRISON 2,1383,CENTENNIAL ELEMENTARY SCHOOL,92.8%
0980,HARRISON 2,1490,CHAMBERLIN ACADEMY,80.7%
0980,HARRISON 2,3392,GIBERSON ELEMENTARY SCHOOL,87.4%
0980,HARRISON 2,3522,FOX MEADOW MIDDLE SCHOOL,73.6%
0980,HARRISON 2,3806,HARRISON HIGH SCHOOL,70.3%
0980,HARRISON 2,4378,JAMES IRWIN CHARTER HIGH SCHOOL,29.6%
0980,HARRISON 2,4379,JAMES IRWIN CHARTER MIDDLE SCHOOL,43.5%
0980,HARRISON 2,4380,JAMES IRWIN CHARTER ELEMENTARY SCHOOL,38.8%
0980,HARRISON 2,6018,MONTEREY ELEMENTARY SCHOOL,91.0%
0980,HARRISON 2,6162,MOUNTAIN VISTA COMMUNITY SCHOOL,66.0%
0980,HARRISON 2,6244,NEW HORIZONS DAY SCHOOL,71.7%
0980,HARRISON 2,6460,OAK CREEK ELEMENTARY SCHOOL,76.0%
0980,HARRISON 2,6578,OTERO ELEMENTARY SCHOOL,58.1%
0980,HARRISON 2,6686,PANORAMA MIDDLE SCHOOL,79.4%
0980,HARRISON 2,6936,PIKES PEAK ELEMENTARY SCHOOL,86.8%
0980,HARRISON 2,7611,SAND CREEK ELEMENTARY SCHOOL,78.1%
0980,HARRISON 2,7882,SIERRA HIGH SCHOOL,62.9%
0980,HARRISON 2,8034,SOARING EAGLES ELEMENTARY SCHOOL,60.4%
0980,HARRISON 2,8337,STRATMOOR HILLS ELEMENTARY SCHOOL,85.1%
0980,HARRISON 2,8350,STRATTON MEADOWS ELEMENTARY SCHOOL,92.7%
0980,HARRISON 2,8923,TURMAN ELEMENTARY SCHOOL,88.2%
0980,HARRISON 2,9602,WILDFLOWER ELEMENTARY SCHOOL,74.3%
0990,WIDEFIELD 3,3234,FRENCH ELEMENTARY SCHOOL,40.7%
0990,WIDEFIELD 3,4346,TALBOTT ELEMENTARY SCHOOL,58.7%
0990,WIDEFIELD 3,4394,JANITELL JUNIOR HIGH SCHOOL,41.1%
0990,WIDEFIELD 3,5033,JAMES MADISON CHARTER ACADEMY SCHOOL,0.0%
0990,WIDEFIELD 3,5602,MARTIN LUTHER KING JR ELEMENTARY SCHOOL,51.6%
0990,WIDEFIELD 3,5841,MESA RIDGE HIGH SCHOOL,36.0%
0990,WIDEFIELD 3,6362,NORTH ELEMENTARY SCHOOL,60.6%
0990,WIDEFIELD 3,6952,PINELLO ELEMENTARY SCHOOL,60.5%
0990,WIDEFIELD 3,8122,VENETUCCI ELEMENTARY SCHOOL,50.8%
0990,WIDEFIELD 3,8178,SPROUL JUNIOR HIGH SCHOOL,45.6%
0990,WIDEFIELD 3,8392,SUNRISE ELEMENTARY SCHOOL,44.7%
0990,WIDEFIELD 3,9294,WATSON JUNIOR HIGH SCHOOL,47.8%
0990,WIDEFIELD 3,9334,WEBSTER ELEMENTARY SCHOOL,48.1%
0990,WIDEFIELD 3,9560,DISCOVERY HIGH SCHOOL,49.3%
0990,WIDEFIELD 3,9562,WIDEFIELD ELEMENTARY SCHOOL,51.4%
0990,WIDEFIELD 3,9566,WIDEFIELD HIGH SCHOOL,32.1%
1000,FOUNTAIN 8,0203,LORRAINE SECONDARY SCHOOL,50.8%
1000,FOUNTAIN 8,1332,CARSON MIDDLE SCHOOL,51.7%
1000,FOUNTAIN 8,1334,ABRAMS ELEMENTARY SCHOOL,72.1%
1000,FOUNTAIN 8,3027,EAGLESIDE ELEMENTARY SCHOOL,26.3%
1000,FOUNTAIN 8,3102,ARAGON ELEMENTARY SCHOOL,64.4%
1000,FOUNTAIN 8,3106,FOUNTAIN MIDDLE SCHOOL,39.2%
1000,FOUNTAIN 8,3108,MESA ELEMENTARY SCHOOL,43.6%
1000,FOUNTAIN 8,3110,FOUNTAIN-FORT CARSON HIGH SCHOOL,31.9%
1000,FOUNTAIN 8,4474,JORDAHL ELEMENTARY SCHOOL,40.0%
1000,FOUNTAIN 8,6138,MOUNTAINSIDE ELEMENTARY SCHOOL,68.1%
1000,FOUNTAIN 8,6338,PATRIOT ELEMENTARY SCHOOL,51.8%
1000,FOUNTAIN 8,9610,WEIKEL ELEMENTARY SCHOOL,34.5%
1010,COLORADO SPRINGS 11,0269,ACHIEVEK12,63.1%
1010,COLORADO SPRINGS 11,0452,AUDUBON ELEMENTARY SCHOOL,62.7%
1010,COLORADO SPRINGS 11,0517,ACADEMY FOR ADVANCED AND CREATIVE LEARNING,20.4%
1010,COLORADO SPRINGS 11,0594,BATES ELEMENTARY SCHOOL,54.8%
1010,COLORADO SPRINGS 11,0871,THE BIJOU SCHOOL,54.5%
1010,COLORADO SPRINGS 11,1032,BRISTOL ELEMENTARY SCHOOL,74.8%
1010,COLORADO SPRINGS 11,1126,BUENA VISTA ELEMENTARY SCHOOL,28.8%
1010,COLORADO SPRINGS 11,1340,CARVER ELEMENTARY SCHOOL,75.5%
1010,COLORADO SPRINGS 11,1613,CHIPETA ELEMENTARY SCHOOL,13.7%
1010,COLORADO SPRINGS 11,1616,CIVA CHARTER ACADEMY,43.0%
1010,COLORADO SPRINGS 11,1625,MCAULIFFE ELEMENTARY,55.7%
1010,COLORADO SPRINGS 11,1798,COLUMBIA ELEMENTARY SCHOOL,69.8%
1010,COLORADO SPRINGS 11,1870,CORONADO HIGH SCHOOL,33.6%
1010,COLORADO SPRINGS 11,1885,COMMUNITY PREP CHARTER SCHOOL,47.8%
1010,COLORADO SPRINGS 11,2202,DOHERTY HIGH SCHOOL,29.4%
1010,COLORADO SPRINGS 11,2510,EDISON ELEMENTARY SCHOOL,82.9%
1010,COLORADO SPRINGS 11,2528,NIKOLA TESLA EDUCATION OPPORTUNITY CENTER,74.2%
1010,COLORADO SPRINGS 11,3175,FREEDOM ELEMENTARY SCHOOL,21.0%
1010,COLORADO SPRINGS 11,3218,FREMONT ELEMENTARY SCHOOL,53.4%
1010,COLORADO SPRINGS 11,3360,GALILEO SCHOOL OF MATH AND SCIENCE,69.4%
1010,COLORADO SPRINGS 11,3470,GLOBE CHARTER SCHOOL,55.9%
1010,COLORADO SPRINGS 11,3592,GRANT ELEMENTARY SCHOOL,67.6%
1010,COLORADO SPRINGS 11,3890,HUNT ELEMENTARY SCHOOL,94.3%
1010,COLORADO SPRINGS 11,3920,HENRY ELEMENTARY SCHOOL,67.0%
1010,COLORADO SPRINGS 11,4070,HOLMES MIDDLE SCHOOL,39.2%
1010,COLORADO SPRINGS 11,4090,MANN MIDDLE SCHOOL,63.7%
1010,COLORADO SPRINGS 11,4138,HOWBERT ELEMENTARY SCHOOL,37.1%
1010,COLORADO SPRINGS 11,4358,JACKSON ELEMENTARY SCHOOL,76.2%
1010,COLORADO SPRINGS 11,4424,JENKINS MIDDLE SCHOOL,26.4%
1010,COLORADO SPRINGS 11,4530,KELLER ELEMENTARY SCHOOL,57.8%
1010,COLORADO SPRINGS 11,5146,LIFE SKILLS CENTER OF COLORADO SPRINGS,38.4%
1010,COLORADO SPRINGS 11,5162,LINCOLN ELEMENTARY SCHOOL,86.1%
1010,COLORADO SPRINGS 11,5404,MADISON ELEMENTARY SCHOOL,54.2%
1010,COLORADO SPRINGS 11,5576,TWAIN ELEMENTARY SCHOOL,79.7%
1010,COLORADO SPRINGS 11,5604,KING ELEMENTARY SCHOOL,48.2%
1010,COLORADO SPRINGS 11,5610,MARTINEZ ELEMENTARY SCHOOL,22.2%
1010,COLORADO SPRINGS 11,5878,MIDLAND ELEMENTARY SCHOOL,75.3%
1010,COLORADO SPRINGS 11,5948,MITCHELL HIGH SCHOOL,62.5%
1010,COLORADO SPRINGS 11,5988,MONROE ELEMENTARY SCHOOL,88.7%
1010,COLORADO SPRINGS 11,6306,NORTH MIDDLE SCHOOL,56.4%
1010,COLORADO SPRINGS 11,6680,PALMER HIGH SCHOOL,35.9%
1010,COLORADO SPRINGS 11,6856,PENROSE ELEMENTARY SCHOOL,57.4%
1010,COLORADO SPRINGS 11,7228,QUEEN PALMER ELEMENTARY SCHOOL,87.4%
1010,COLORADO SPRINGS 11,7482,ROOSEVELT EDISON CHARTER SCHOOL,86.6%
1010,COLORADO SPRINGS 11,7513,RUDY ELEMENTARY SCHOOL,47.2%
1010,COLORADO SPRINGS 11,7523,RUSSELL MIDDLE SCHOOL,50.4%
1010,COLORADO SPRINGS 11,7556,SABIN MIDDLE SCHOOL,56.0%
1010,COLORADO SPRINGS 11,7705,SCOTT ELEMENTARY SCHOOL,29.6%
1010,COLORADO SPRINGS 11,8246,STEELE ELEMENTARY SCHOOL,15.7%
1010,COLORADO SPRINGS 11,8346,STRATTON ELEMENTARY SCHOOL,44.8%
1010,COLORADO SPRINGS 11,8359,SPACE TECHNOLOGY AND ARTS ACADEMY (STAR ACADEMY),71.3%
1010,COLORADO SPRINGS 11,8457,JACK SWIGERT AEROSPACE ACADEMY,85.7%
1010,COLORADO SPRINGS 11,8466,TAYLOR ELEMENTARY SCHOOL,51.7%
1010,COLORADO SPRINGS 11,8902,TRAILBLAZER ELEMENTARY SCHOOL,31.8%
1010,COLORADO SPRINGS 11,9298,WASSON HIGH SCHOOL,58.2%
1010,COLORADO SPRINGS 11,9404,WEST INTERGENERATIONAL CENTER,66.4%
1010,COLORADO SPRINGS 11,9445,WEST ELEMENTARY SCHOOL,77.3%
1010,COLORADO SPRINGS 11,9618,ROGERS ELEMENTARY SCHOOL,77.2%
1010,COLORADO SPRINGS 11,9660,WILSON ELEMENTARY SCHOOL,83.7%
1020,CHEYENNE MOUNTAIN 12,1582,CHEYENNE MOUNTAIN CHARTER ACADEMY,30.2%
1020,CHEYENNE MOUNTAIN 12,1586,CHEYENNE MOUNTAIN ELEMENTARY SCHOOL,3.3%
1020,CHEYENNE MOUNTAIN 12,1588,CHEYENNE MOUNTAIN JUNIOR HIGH SCHOOL,11.3%
1020,CHEYENNE MOUNTAIN 12,1590,CHEYENNE MOUNTAIN HIGH SCHOOL,7.6%
1020,CHEYENNE MOUNTAIN 12,1592,BROADMOOR ELEMENTARY SCHOOL,12.6%
1020,CHEYENNE MOUNTAIN 12,1604,SKYWAY PARK ELEMENTARY SCHOOL,33.9%
1020,CHEYENNE MOUNTAIN 12,3482,GOLD CAMP ELEMENTARY SCHOOL,10.2%
1020,CHEYENNE MOUNTAIN 12,6953,PINON VALLEY ELEMENTARY SCHOOL,11.8%
1030,MANITOU SPRINGS 14,5460,MANITOU SPRINGS ELEMENTARY SCHOOL,24.1%
1030,MANITOU SPRINGS 14,5464,MANITOU SPRINGS MIDDLE SCHOOL,30.7%
1030,MANITOU SPRINGS 14,5468,MANITOU SPRINGS HIGH SCHOOL,14.4%
1030,MANITOU SPRINGS 14,9010,UTE PASS ELEMENTARY SCHOOL,30.4%
1040,ACADEMY 20,0017,ACADEMY ENDEAVOUR ELEMENTARY SCHOOL,16.1%
1040,ACADEMY 20,0019,ACADEMY INTERNATIONAL ELEMENTARY SCHOOL,7.8%
1040,ACADEMY 20,0074,CHALLENGER MIDDLE SCHOOL,8.2%
1040,ACADEMY 20,0076,AIR ACADEMY HIGH SCHOOL,7.8%
1040,ACADEMY 20,0110,ACADEMY ONLINE HIGH SCHOOL,20.0%
1040,ACADEMY 20,0209,ASPEN VALLEY HIGH SCHOOL,15.9%
1040,ACADEMY 20,0249,ANTELOPE TRAILS ELEMENTARY SCHOOL,6.8%
1040,ACADEMY 20,1615,CHINOOK TRAIL ELEMENTARY SCHOOL,5.9%
1040,ACADEMY 20,1627,THE CLASSICAL ACADEMY CHARTER,4.8%
1040,ACADEMY 20,1629,THE CLASSICAL ACADEMY MIDDLE SCHOOL,5.9%
1040,ACADEMY 20,1630,THE CLASSICAL ACADEMY HIGH SCHOOL,3.7%
1040,ACADEMY 20,2195,DISCOVERY CANYON CAMPUS SCHOOL,5.9%
1040,ACADEMY 20,2248,DOUGLASS VALLEY ELEMENTARY SCHOOL,32.8%
1040,ACADEMY 20,2358,EAGLEVIEW MIDDLE SCHOOL,15.2%
1040,ACADEMY 20,2524,EDITH WOLFORD ELEMENTARY SCHOOL,14.1%
1040,ACADEMY 20,2800,EXPLORER ELEMENTARY SCHOOL,11.6%
1040,ACADEMY 20,3104,FOOTHILLS ELEMENTARY SCHOOL,16.3%
1040,ACADEMY 20,3238,FRONTIER ELEMENTARY SCHOOL,30.0%
1040,ACADEMY 20,3985,HIGH PLAINS ELEMENTARY SCHOOL,30.8%
1040,ACADEMY 20,5126,LIBERTY HIGH SCHOOL,9.1%
1040,ACADEMY 20,6140,MOUNTAIN RIDGE MIDDLE SCHOOL,18.4%
1040,ACADEMY 20,6158,MOUNTAIN VIEW ELEMENTARY SCHOOL,6.9%
1040,ACADEMY 20,6937,PINE CREEK HIGH SCHOOL,5.0%
1040,ACADEMY 20,6960,PIONEER ELEMENTARY SCHOOL,42.9%
1040,ACADEMY 20,7159,PRAIRIE HILLS ELEMENTARY SCHOOL,16.1%
1040,ACADEMY 20,7240,RAMPART HIGH SCHOOL,11.7%
1040,ACADEMY 20,7247,RANCH CREEK ELEMENTARY,10.3%
1040,ACADEMY 20,7460,ROCKRIMMON ELEMENTARY SCHOOL,16.6%
1040,ACADEMY 20,8779,TCA COLLEGE PATHWAYS,1.0%
1040,ACADEMY 20,8813,THE DA VINCI ACADEMY SCHOOL,9.7%
1040,ACADEMY 20,8851,TIMBERVIEW MIDDLE SCHOOL,14.7%
1040,ACADEMY 20,9714,WOODMEN-ROBERTS ELEMENTARY SCHOOL,7.9%
1050,ELLICOTT 22,2638,ELLICOTT ELEMENTARY SCHOOL,67.9%
1050,ELLICOTT 22,2640,ELLICOTT MIDDLE SCHOOL,65.3%
1050,ELLICOTT 22,2642,ELLICOTT SENIOR HIGH SCHOOL,59.5%
1060,PEYTON 23 JT,6898,PEYTON ELEMENTARY SCHOOL,26.9%
1060,PEYTON 23 JT,6902,PEYTON JUNIOR/SENIOR HIGH SCHOOL,23.9%
1070,HANOVER 28,3758,HANOVER JUNIOR-SENIOR HIGH SCHOOL,72.3%
