Organization Code,School Code,Phone,School Name,Physical Address,Physical City,Physical State,Physical Zipcode
0900,3172,3033875300,Franktown Elementary School,1384 North State Highway 83 Po Box 308,Franktown,CO,80116
1010,3175,7193287084,Freedom Elementary School,5280 Butterfield Drive,Colorado Springs,CO,80923
1350,3182,9707268033,Fraser Valley Elementary School,125 Eastom,Fraser,CO,80442
0470,3192,3038332456,Frederick Elementary School,555 8th Street,Frederick,CO,80530
0470,3194,3038334176,Coal Ridge Middle School,6201 Booth Drive,Firestone,CO,80504
0470,3196,3038333533,Frederick Senior High School,600 5th Street,Frederick,CO,80530
1420,3201,3032319801,Free Horizon Montessori Charter School,581 Conference Place,Golden,CO,80401
2690,3206,7195497410,Freed Middle School,715 West 20th Street,Pueblo,CO,81003
1140,3211,7192766150,Garden Park High School,201 North Sixth Street,Canon City,CO,81212
1420,3216,3039821699,Fremont Elementary School,6420 Urban,Arvada,CO,80004
1010,3218,7193285600,Fremont Elementary School,5110 El Camino Drive,Colorado Springs,CO,80918
1160,3220,7199424131,Cotopaxi Elementary School,345 County Road 12,Cotopaxi,CO,81223
1150,3224,7197846303,Fremont Elementary School,500 West 5th Street,Florence,CO,81226
1150,3226,7197844856,Fremont Middle School,215 North Maple,Florence,CO,81226
1160,3228,7199424131,Cotopaxi Junior-Senior High School,345 County Road 12,Cotopaxi,CO,81223
0990,3234,7193913495,French Elementary School,5225 Alturas Drive,Colorado Springs,CO,80911
0920,3236,3036469345,Frontier High School,589 South Banner Street,Elizabeth,CO,80107
1040,3238,7192344600,Frontier Elementary School,3755 Meadow Ridge Drive,Colorado Springs,CO,80920
0900,3241,3033878475,Frontier Valley Elementary School,23919 East Canterberry Trail,Parker,CO,80138
2000,3244,9702546570,Fruita Middle School,239 N Maple,Fruita,CO,81521
1420,3250,3039821740,Norma Anderson Preschool,10801 West 44th Avenue,Wheat Ridge,CO,80033
2000,3262,9702545930,Fruitvale Elementary School,585 30 Road,Grand Junction,CO,81504
0180,3272,3033648078,Fulton Elementary School,755 Fulton St,Aurora,CO,80010
2700,3279,7196473205,Futures Academy,301 28th Lane,Pueblo,CO,81001
1195,3281,0,Graham Mesa Elementary School,1575 Farmstead Parkway,Rifle,CO,81650
3085,3286,9704543421,Galeton Elementary School,24750 Third Street,Galeton,CO,80622
0880,3296,7204247220,Garden Place Elementary School,4425 Lincoln Street,Denver,CO,80216
1390,3306,7197462446,Gardner Elementary School,25421 Highway 69,Gardner,CO,81040
1560,3320,9706136000,Garfield Elementary School,720 Colorado Avenue,Loveland,CO,80537
1195,3325,9706257895,Kaplan Academy Of Colorado,703 Railroad Avenue,Rifle,CO,81650
0870,3330,9708748003,Garnet Mesa Elementary School,600 A Street,Delta,CO,81416
0880,3340,7204249888,Archuleta Elementary School,16000 Maxwell Place,Denver,CO,80239
2000,3350,9702547080,Gateway School,One School Road,Gateway,CO,81522
0180,3354,3037557160,Gateway High School,1300 South Sable Blvd,Aurora,CO,80012
1010,3360,7193282008,Galileo School Of Math And Science,1600 North Union Blvd,Colorado Springs,CO,80909
0880,3378,7204238600,George Washington High School,655 South Monaco Pkwy,Denver,CO,80224
0540,3385,3035693277,Georgetown Community School,504 14th Street,Georgetown,CO,80444
8001,3387,7195454704,Goal Ged Prep,3621 West 73rd Avenue Unit C,Westminster,CO,80030
0980,3392,7195792165,Giberson Elementary School,2880 Ferber Drive,Colorado Springs,CO,80916
3080,3398,9707372409,Gilcrest Elementary School,1175 Birch Street,Gilcrest,CO,80623
0880,3426,7204247140,Gilpin Elementary School,2949 California Street,Denver,CO,80205
1420,3450,3039828240,Glennon Heights Elementary School,11025 West Glennon Drive,Lakewood,CO,80226
1180,3460,9703845450,Glenwood Springs Elementary School,915 School Street,Glenwood Springs,CO,81602
1180,3464,9703845500,Glenwood Springs Middle School,120 Soccerfield Road,Glenwood Springs,CO,81601
1180,3468,9703845555,Glenwood Springs High School,1521 Grand Avenue,Glenwood Springs,CO,81601
2000,3469,9702421461,Glade Park Community School,16250 Ds Road,Glade Park,CO,81523
1010,3470,7196300577,Globe Charter School,3302 Alpine Place,Colorado Springs,CO,80909
0180,3471,3033096657,Global Village Academy,403 South Airport Blvd,Aurora,CO,80017
0140,3472,3033477850,Goddard Middle School,3800 West Berry Avenue,Littleton,CO,80123
8001,3475,7195454707,Goal Academy,3621 W. 73rd Ave Suite C-D,Westminster,CO,80300
0880,3478,7204247060,Godsman Elementary School,2120 West Arkansas Avenue,Denver,CO,80223
1020,3482,7193272820,Gold Camp Elementary School,1805 Preserve Drive,Colorado Springs,CO,80906
0480,3488,7205615940,Gold Hill Elementary School,890 Main Street,Gold Hill,CO,80302
0480,3499,7205614700,Halcyon School (Special Education),3100 Bucknell Court,Boulder,CO,80303
1420,3502,3039824200,Golden High School,701  24th Street,Golden,CO,80401
0880,3512,7204246980,Goldrick Elementary School,1050 South Zuni Street,Denver,CO,80223
0980,3522,7195277100,Fox Meadow Middle School,1450 Cheyenne Meadows Road,Colorado Springs,CO,80906
1420,3536,3039824625,Governor's Ranch Elementary School,5354 South Field Street,Littleton,CO,80123
1080,3539,7194884770,Bear Creek Elementary School,1330 Creekside Drive,Monument,CO,80132
2650,3542,7197345492,Granada Elementary School,201 South Hoisington Street,Granada,CO,81041
2650,3546,7197345492,Granada Undivided High School,201 South Hoisington Street,Granada,CO,81041
1350,3556,9708873312,Granby Elementary School,202 West Topaz,Granby,CO,80446
2000,3570,9702546900,Grand Junction High School,1400 N 5th St,Grand Junction,CO,81501
1350,3572,9706273466,Grand Lake Elementary School,301 Marina Drive,Grand Lake,CO,80447
1220,3578,9702855703,Bea Underwood Elementary School,0741 Tamarisk Trail,Parachute,CO,81635
1990,3582,9704873576,Grand Mesa High School,56600 Highway 330,Collbran,CO,81624
2000,3584,9702546270,Grand Mesa Middle School,585 31-1/2 Road,Grand Junction,CO,81504
1220,3585,9702855702,Grand Valley Center For Family Learning,100 East Second Street,Parachute,CO,81635
1220,3586,9702855705,Grand Valley High School,800 Cardinal Way,Parachute,CO,81635
0130,3589,7208866500,Grandview High School,20500 East Arapahoe Road,Aurora,CO,80016
1010,3592,7193285700,Grant Elementary School,3215 Westwood Boulevard,Colorado Springs,CO,80918
0880,3600,7204239360,Grant Middle School,1751 South Washington Street,Denver,CO,80210
1220,3603,9702855701,L.W. St. John Elementary School,460 Stone Quarry Road,Parachute,CO,81635
0880,3605,7204246880,Grant Ranch K-8 School,5400 South Jay Circle,Denver,CO,80123
3120,3610,9703485000,Greeley Central High School,1515  14th Avenue,Greeley,CO,80631
3120,3614,9703485400,Greeley West High School,2401 35th Avenue,Greeley,CO,80634
2405,3620,9708675460,Green Acres Elementary School,930 Sherman Street,Fort Morgan,CO,80701
1420,3622,3039828314,Green Gables Elementary School,8701 West Woodard Drive,Lakewood,CO,80227
1420,3624,3039829380,Green Mountain Elementary School,12250 West Kentucky Drive,Lakewood,CO,80228
1420,3628,3039829500,Green Mountain High School,13175 W Green Mountain Drive,Lakewood,CO,80228
0880,3639,7203899498,Girls Athletic Leadership School,200 South University Blvd,Denver,CO,80209
0880,3641,7204246710,Green Valley Elementary School,4100 Jericho,Denver,CO,80249
0880,3647,7204246630,Greenwood Elementary School,5130 Durham Court,Denver,CO,80239
0130,3648,7205543400,Greenwood Elementary School,5550 South Holly Street,Greenwood Village,CO,80111
0070,3649,3034281560,Gregory Hill Preschool,8030 Irving Street,Westminster,CO,80030
0880,3655,7204246800,Greenlee Elementary School,1150 Lipan Street,Denver,CO,80204
3148,3672,9708952222,Pawnee Elementary School,19 Chat0ga Street,Grover,CO,80729
2610,3681,7196892093,Guffey Charter School,1459 Main Street,Guffey,CO,80820
1360,3690,9706417710,Gunnison Elementary School,1099 North 11th,Gunnison,CO,81230
1360,3694,9706417700,Gunnison High School,800 West Ohio,Gunnison,CO,81230
1360,3697,9706417710,Gunnison Middle School,1099 North 11th,Gunnison,CO,81230
1360,3701,9706417700,Gunnison Valley School,600 North 8th,Gunnison,CO,81230
1360,3702,9706417751,Lake School,800 North Boulevard,Gunnison,CO,81230
0880,3704,7204246560,Gust Elementary School,3440 West Yale Avenue,Denver,CO,80219
0910,3710,9703288940,Gypsum Elementary School,601 Highway 6,Gypsum,CO,81637
2690,3724,7195497550,Haaff Elementary School,15 Chinook Lane,Pueblo,CO,81001
1420,3726,3039820260,Hackberry Hill Elementary School,7300 West 76th Avenue,Arvada,CO,80003
1828,3729,9705220432,Hagen Early Education Center,301 Hagen Street,Sterling,CO,80751
0880,3746,7204239500,Hamilton Middle School,8600 East Dartmouth Avenue,Denver,CO,80231
1070,3758,7196832247,Hanover Junior-Senior High School,17050 South Peyton Highway,Colorado Springs,CO,80928
1550,3760,9704884940,Centennial High School,330 East Laurel Street,Fort Collins,CO,80524
0880,3778,7204246420,Harrington Elementary School,2401 East 37th Avenue,Denver,CO,80205
1550,3787,9704885200,Harris Bilingual Elementary School,501 East Elizabeth,Fort Collins,CO,80524
1550,3791,9704888260,Lab Elementary School For Creative Learning,1905 Orchard Place,Fort Collins,CO,80521
0070,3792,3034281721,Harris Park Elementary School,4300 West 75th Avenue,Westminster,CO,80030
1140,3802,7192765970,Harrison School,920 Field Avenue,Canon City,CO,81212
0980,3806,7195792080,Harrison High School,2755 Janitell Road,Colorado Springs,CO,80906
2630,3846,9707746161,Haxtun Elementary School,601 North Colorado Avenue,Haxtun,CO,80731
2630,3850,9707746111,Haxtun High School,201 West Powell Street,Haxtun,CO,80731
2760,3860,9702763762,Hayden Middle School,495 West Jefferson Street,Hayden,CO,81639
2760,3862,9702763761,Hayden High School,495 West Jefferson Street,Hayden,CO,81639
3120,3880,9703483400,Heath Middle School,2223  16th Street,Greeley,CO,80631
0480,3882,7205615586,Heatherwood Elementary School,7750 Concord Drive,Boulder,CO,80301
1010,3890,7193282900,Hunt Elementary School,917 East Moreno Avenue,Colorado Springs,CO,80903
0040,3900,3036552700,Henderson Elementary School,12301 East 124th Avenue,Henderson,CO,80640
1010,3920,7193287200,Henry Elementary School,1310 Lehmberg Boulevard,Colorado Springs,CO,80915
2690,3924,7195497575,Heritage Elementary School,625 Brown Avenue,Pueblo,CO,81004
0130,3926,7205543500,Heritage Elementary School,6867 East Heritage Place South,Centennial,CO,80111
0900,3928,3033876725,Heritage Elementary School,3350 Summit View Parkway,Highlands Ranch,CO,80126
0140,3930,3033477600,Heritage High School,1401 West Geddes Avenue,Littleton,CO,80120
0070,3931,3034282600,Hidden Lake High School,7300 Lowell Boulevard,Westminster,CO,80030
0480,3940,7205616500,High Peaks Elementary School,3995 East Aurora Avenue,Boulder,CO,80303
0140,3950,3033474525,Highland Elementary School,711 East Euclid Avenue,Centennial,CO,80121
3145,3958,9708342853,Highland Elementary School,101 2nd Street,Pierce,CO,80650
3145,3961,9708342820,Highland Middle School,209 West 1st,Ault,CO,80610
3145,3962,9708342816,Highland High School,208 West 1st,Ault,CO,80610
1195,3967,9706256800,Highland Elementary School,1500 East 7th Street,Rifle,CO,81650
2690,3976,7195497560,Highland Park Elementary School,2701 Vinewood Lane,Pueblo,CO,81005
0900,3980,3033872500,Highlands Ranch High School,9375 Cresthill Lane,Highlands Ranch,CO,80130
1040,3985,7192344700,High Plains Elementary School,2248 Vintage Drive,Colorado Springs,CO,80920
0880,3987,7204490317,Highline Academy Charter School,7808 Cherry Creek South Drive,Denver,CO,80231
0130,3988,7207472300,Highline Community Elementary School,11000 East Exposition,Aurora,CO,80012
0880,3990,7204239680,Hill Campus Of Arts And Sciences,451 Clermont Street,Denver,CO,80220
0900,3995,3039893539,Hope On-Line,367 Inverness Parkway Suite 225,Englewood,CO,80112
0020,4000,7209725380,Hillcrest Elementary School,10335 Croke Drive,Northglenn,CO,80221
0180,4024,3033401500,Hinkley High School,1250 Chambers Road,Aurora,CO,80011
1600,4044,7198464457,Hoehne Elementary School,19851 County Rd. 75.1,Hoehne,CO,81046
1600,4045,7198464457,Hoehne Junior High School,19851 County Road 79.1,Trinidad,CO,81082
1600,4048,7198464457,Hoehne High School,19851 County Road 79. 1,Trinidad,CO,81082
2670,4058,7195376512,Holly High School,206 North 3rd Street,Holly,CO,81047
0130,4062,7207472500,Holly Hills Elementary School,6161 East Cornell Avenue,Denver,CO,80222
2670,4069,7195376512,Holly Junior High School,206 North Third Street,Holly,CO,81047
1010,4070,7193283800,Holmes Middle School,2455 Mesa Road,Colorado Springs,CO,80904
0880,4074,7204246350,Holm Elementary School,3185 South Willow Court,Denver,CO,80231
2620,4076,9708543411,Holyoke Elementary School,326 E Kellogg,Holyoke,CO,80734
0130,4078,7205543700,Homestead Elementary School,7451 South Homestead Parkway,Centennial,CO,80112
2620,4079,9708542284,Holyoke Junior High School,545 East Hale,Holyoke,CO,80734
2620,4080,9708542284,Holyoke Senior High School,545 E Hale,Holyoke,CO,80734
2000,4084,9702545429,Lincoln Park Preschool,519 18th Street,Grand Junction,CO,81501
0500,4085,7195305252,Horizons Exploratory Academy,9th And D Streets,Salida,CO,81201
1010,4090,7193282300,Mann Middle School,1001 East Van Buren Street,Colorado Springs,CO,80907
0130,4100,7208866100,Horizon Middle School,3981 South Reservoir Road,Aurora,CO,80013
1110,4102,7195747700,Horizon Middle School,1750 Piros Drive,Colorado Springs,CO,80915
0020,4108,7209724400,Horizon High School,5321 East 136th Avenue,Brighton,CO,80601
0870,4124,9708723325,Hotchkiss Elementary School,465 Lorah Lane,Hotchkiss,CO,81419
0870,4128,9708723882,Hotchkiss High School,438 Bulldog St,Hotchkiss,CO,81419
1010,4138,7193284200,Howbert Elementary School,1023 North 31st Street,Colorado Springs,CO,80904
0880,4140,7204242740,Howell K-8 School,14250 East Albrook Drive,Denver,CO,80239
3090,4148,3035362200,Hudson Elementary School,300 Beech Street,Hudson,CO,80642
1780,4158,7197432428,Genoa-Hugo Elementary School,220 West 7th Street,Hugo,CO,80821
1780,4160,0,Genoa-Hugo Middle School,220 West 7th Street,Hugo,CO,80821
1390,4161,7197381328,Huerfano County Opportunity And Enrichment School,611 West Seventh Street,Walsenburg,CO,81089
1780,4162,7197432428,Genoa-Hugo Senior High School,220 West 7th Street,Hugo,CO,80821
0020,4172,7209725400,Hulstrom Options K-8 School,11551 Wyco Drive,Northglenn,CO,80233
1540,4179,9705630515,Ignacio Academy,315 Ignacio Street,Ignacio,CO,81137
0870,4182,9708563885,Cedaredge Elementary School,230 Nw Cedar Avenue,Cedaredge,CO,81413
0020,4187,7209725000,Silver Hills Middle School,12400 Huron Street,Northglenn,CO,80234
1420,4190,3039829561,Hutchinson Elementary School,12900 West Utah Avenue,Lakewood,CO,80228
0470,4202,7206528021,Hygiene Elementary School,11968 N. 75th Street,Longmont,CO,80503
0540,4212,3035674431,Carlson Elementary School,1300 Miner Street,Idaho Springs,CO,80452
0540,4216,3036794600,Clear Creek High School,185 Beaver Brook Canyon Dr.,Evergreen,CO,80439
3220,4227,9703547298,Idalia Elementary School,26845 County Road 9.2,Idalia,CO,80735
3220,4231,9703547298,Idalia Junior-Senior High School,26845 County Road 9.2,Idalia,CO,80735
1540,4250,9705630675,Ignacio Elementary School,115 Ute Street,Ignacio,CO,81137
1110,4251,7193062966,The Imagine Classical Academy At Indigo Ranch,6464 Peterson Road,Colorado Springs,CO,80923
1540,4252,9705630650,Ignacio Intermediate School,85 County Road 320,Ignacio,CO,81137
1540,4254,9705630600,Ignacio Junior High School,315 Ignacio Street,Ignacio,CO,81137
1540,4258,9705630515,Ignacio High School,315 Becker Street,Ignacio,CO,81137
0180,4270,3037513660,Iowa Elementary School,16701 East Iowa Ave,Aurora,CO,80017
0900,4271,3033870708,Legend High School,22219 Hilltop Road,Parker,CO,80134
0130,4276,7208868200,Independence Elementary School,4700 South Memphis Street,Aurora,CO,80015
1350,4277,9708873805,Indian Peaks Charter School,197 W. Diamond,Granby,CO,80446
0470,4278,3037727240,Indian Peaks Elementary School,1335 South Judson,Longmont,CO,80501
0130,4280,7208868400,Indian Ridge Elementary School,16501 East Progress Drive,Aurora,CO,80015
1550,4282,9704886900,Irish Elementary School,515 Irish Drive,Fort Collins,CO,80521
0900,4292,3033878525,Iron Horse Elementary School,20151 Tallman Drive,Parker,CO,80138
2690,4302,7195497570,Irving Elementary School,1629 West 21st,Pueblo,CO,81003
0490,4306,7193957020,Avery/Parsons Elementary School,516 East Main Street,Buena Vista,CO,81211
0140,4316,3033477900,Newton Middle School,4001 East Arapahoe Road,Centennial,CO,80122
1560,4332,9706136100,Ivy Stockwell Elementary School,175 Fifth Street,Berthoud,CO,80513
0470,4333,3037723711,Imagine Charter,5753 Twilight Avenue,Firestone,CO,80504
0990,4346,7193913475,Talbott Elementary School,Dean And Fordham Streets,Colorado Springs,CO,80911
3120,4356,9703481500,Jackson Elementary School,2002   25th Street,Greeley,CO,80631
1010,4358,7193285800,Jackson Elementary School,4340 Edwinstowe Avenue,Colorado Springs,CO,80907
2862,4369,9704743365,Insight School Of Colorado At Julesburg,102 West 6th Street,Julesburg,CO,80737
2690,4376,7195497440,James H Risley Middle School,925 Monument Avenue,Pueblo,CO,81001
0980,4378,7195768055,James Irwin Charter High School,5525 Astrozon Blvd.,Colorado Springs,CO,80916
0980,4379,7195912122,James Irwin Charter Middle School,5525 Astrozon Blvd,Colorado Springs,CO,80916
0980,4380,7193029000,James Irwin Charter Elementary School,1626 S Murray Boulevard,Colorado Springs,CO,80916
0180,4385,3033648126,Jamaica Child Development Center,800 Jamaica Street,Aurora,CO,80011
0480,4386,7205616020,Jamestown Elementary School,111 Mesa Street,Jamestown,CO,80455
0990,4394,7193913295,Janitell Junior High School,7635 Fountain Mesa Road,Fountain,CO,80817
1420,4402,3039821011,Jefferson Academy Charter School,9955 Yarrow Street,Broomfield,CO,80021
1420,4404,3039821992,Jefferson Charter Academy Junior High School,9955 Yarrow Street,Broomfield,CO,80020
1420,4408,3039827041,Jeffco's 21st Century Virtual Academy,1829 Denver West Drive Bldg #27,Golden,CO,80401
1420,4410,3039821992,Jefferson Charter Academy Senior High School,9955 Yarrow Street,Broomfield,CO,80021
1420,4422,3039826056,Jefferson High School,2305 Pierce Street,Edgewater,CO,80214
1010,4424,7193285300,Jenkins Middle School,6410 Austin Bluffs Parkway,Colorado Springs,CO,80918
3120,4425,9703481600,Jefferson High School,1315 4th Avenue,Greeley,CO,80631
0180,4426,3037518862,Jewell Elementary School,14601 East Jewell Ave,Aurora,CO,80012
3120,4438,9703483600,John Evans Middle School,2900  15th Avenue,Greeley,CO,80631
0880,4444,7204234300,John F Kennedy High School,2855 South Lamar Street,Denver,CO,80227
0140,4447,3033477850,John Wesley Powell Middle School,8000 South Corona Way,Littleton,CO,80122
0880,4450,7204246290,Johnson Elementary School,1850 South Irving Street,Denver,CO,80219
1550,4456,9704885000,Johnson Elementary School,4101 Seneca Street,Fort Collins,CO,80526
2180,4458,9702492584,Johnson Elementary School,13820 6700 Road,Montrose,CO,81401
0070,4465,3034281121,Josephine Hodgkins Elementary School,3475 West 67th Avenue,Denver,CO,80221
1000,4474,7193821400,Jordahl Elementary School,800 Progress Drive,Fountain,CO,80817
1420,4478,3039823182,Sheridan Green Elementary School,10951 North Harlan Street,Westminster,CO,80020
2862,4488,9704743319,Julesburg Elementary School,525 Spruce Street,Julesburg,CO,80737
2862,4492,9704743364,Julesburg High School,102 West 6th Street,Julesburg,CO,80737
0880,4494,3034805610,Justice High School Denver,4760 Shoshone Street,Denver,CO,80211
0290,4495,7194561990,Jump Start Learning Center,138 6th Street,Las Animas,CO,81054
0480,4496,7209351337,Justice High Charter School,805 Excalibur,Lafayette,CO,80026
0880,4498,7204246210,Kaiser Elementary School,4500 South Quitman Street,Denver,CO,80236
1810,4502,7194465311,Karval Elementary School,16232 County Road 29,Karval,CO,80823
1810,4504,7194465313,Karval Online Education,16232 County Road 29,Karval,CO,80823
1810,4506,7194465311,Karval Junior-Senior High School,16232 County Road 29,Karval,CO,80823
1195,4510,9706257700,Kathryn Senor Elementary School,101 Alder Avenue,New Castle,CO,81647
0030,4516,3032870261,Kearney Middle School,6160 Kearney Street,Commerce City,CO,80022
3090,4526,3035362300,Hoff Elementary School,7558 Wcr 59,Keenesburg,CO,80643
1010,4530,7193285900,Keller Elementary School,3730 Montbello Drive,Colorado Springs,CO,80918
0030,4536,3032886633,Kemp Elementary School,6775 Oneida Street,Commerce City,CO,80022
2035,4546,9705653737,Kemper Elementary School,620 East Montezuma,Cortez,CO,81321
1420,4548,3039824710,Ken Caryl Middle School,6509 West Ken Caryl Avenue,Littleton,CO,80123
1420,4549,3039827990,Kendallvue Elementary School,13658 West Marlowe Avenue,Morrison,CO,80465
1420,4550,3039828324,Kendrick Lakes Elementary School,1350 South Hoyt Street,Lakewood,CO,80232
0180,4646,3033640947,Kenton Elementary School,1255 Kenton St,Aurora,CO,80010
0880,4656,7204240000,Kepner Middle School,911 South Hazel Court,Denver,CO,80219
3130,4670,9703368700,Platte Valley High School,901 Campbell,Kersey,CO,80644
0500,4680,7195305300,Salida Middle School,520 Milford Street,Salida,CO,81201
1080,4686,7194884740,Ray E Kilmer Elementary School,4285 Walker Rd,Colorado Springs,CO,80908
1760,4690,7196435295,Kim Elementary School,425 State Street,Kim,CO,81049
1760,4694,7196435295,Kim Undivided High School,425 State Street,Kim,CO,81049
1550,4698,9704885405,Kinard Core Knowledge Middle School,3002 East Trilby Road,Fort Collins,CO,80528
0010,4699,3039910130,The New America School,601 East 64th Avenue,Denver,CO,80229
0540,4700,3036700005,King-Murphy Elementary School,425 Circle K Road,Evergreen,CO,80439
0930,4724,3036212042,Kiowa Elementary School,525 Comanche Street,Kiowa,CO,80117
0930,4726,3036212785,Kiowa Middle School,525 Comanche Street,Kiowa,CO,80117
0930,4728,3036212115,Kiowa High School,525 Comanche Street,Kiowa,CO,80117
0880,4730,3036235772,Kipp Denver Collegiate High School,451 South Tejon Street,Denver,CO,80223
0880,4732,3036235772,Kipp Sunshine Peak Academy,375 S Tejon Street,Denver,CO,80223
0510,4738,7199623219,Kit Carson Elementary School,102  W. 5th Avenue,Kit Carson,CO,80825
0510,4742,7199623219,Kit Carson Junior-Senior High School,102 5th Avenue,Kit Carson,CO,80825
0880,4762,7204246130,Knapp Elementary School,500 South Utica Street,Denver,CO,80219
0880,4782,7204246070,Hallett Fundamental Academy,2950 Jasmine Street,Denver,CO,80207
3110,4785,9705875742,Knowledge Quest Academy,705 South School House Drive,Milliken,CO,80543
0480,4792,7205618600,Kohl Elementary School,1000 West 10th Avenue,Broomfield,CO,80020
1550,4793,9704885625,Kruse Elementary School,4400 Mcmurry Avenue,Fort Collins,CO,80525
0880,4795,7204240201,Kunsmiller Creative Arts Academy,2250 South Quitman Way,Denver,CO,80219
1420,4798,3039827004,Connections Learning Center On The Earle Johnson Campus,1200 Johnson Road,Golden,CO,80401
1420,4802,3039821780,Kullerstrand Elementary School,12225 West 38th Avenue,Wheat Ridge,CO,80033
1420,4830,3039825760,Kyffin Elementary School,205 North Flora Way,Golden,CO,80401
0550,4836,7192745791,La Jara Elementary School,214 Poplar Street,La Jara,CO,81140
0550,4837,7192744220,La Jara Second Chance School,104 Spruce Street,La Jara,CO,81140
0910,4838,9703282980,June Creek Elementary School,1121 Miller Ranch Road,Edwards,CO,81632
2520,4841,7193849151,La Junta Intermediate School,901 Smithland Ave.,La Junta,CO,81050
2520,4843,7193842991,La Junta Primary School,600 West Topeka,La Junta,CO,81050
3080,4852,9702845513,Pete Mirich Elementary School,300 1st Avenue,La Salle,CO,80645
3080,4854,9702845508,North Valley Middle School,300 2nd Avenue,La Salle,CO,80645
1400,4860,7197423621,La Veta Elementary School,126 East Garland,La Veta,CO,81055
1400,4864,7197423662,La Veta Junior-Senior High School,126 East Garland,La Veta,CO,81055
0480,4874,7205618900,Lafayette Elementary School,101 North Bermont Avenue,Lafayette,CO,80026
0480,4878,7205617100,Angevine Middle School,1150 W  South Boulder Road,Lafayette,CO,80026
1380,4899,9709442314,Lake City Community School,614 North Silver Street,Lake City,CO,81235
1510,4901,7194866830,Lake County Middle School,1000 West 6th Street,Leadville,CO,80461
1510,4904,7194866950,Lake County High School,1000 West 4th Street,Leadville,CO,80461
2610,4908,7197483911,Lake George Charter School,37888 Us Highway 24,Lake George,CO,80827
0880,4910,7204240380,Lake Middle School,1820 Lowell Boulevard,Denver,CO,80204
1420,4942,3039827085,Lakewood High School,9700 West 8th Avenue,Lakewood,CO,80215
0040,4950,3032872901,Landmark Academy At Reunion,10566 Memphis Street,Commerce City,CO,80022
2660,4956,7193367436,Lamar Middle School,104 West Park,Lamar,CO,81052
2660,4960,7193363488,Lamar High School,1900 South 11th Street,Lamar,CO,81052
0180,4970,3033648297,Lansing Elementary School,551 Lansing St,Aurora,CO,80010
0180,4973,3033660314,Laredo Elementary School,1350 Laredo St,Aurora,CO,80011
0130,4975,7208865000,Laredo Middle School,5000 South Laredo Street,Aurora,CO,80015
0900,4980,3033875375,Larkspur Elementary School,1103 West Perry Park Avenue,Larkspur,CO,80118
0290,4986,7194560228,Las Animas Middle School,1021 2nd Street,Las Animas,CO,81054
0290,4990,7194560211,Las Animas High School,300 Grove Avenue,Las Animas,CO,81054
1420,5004,3039829720,Lasley Elementary School,1401 South Kendall Street,Lakewood,CO,80226
1550,5014,9704885925,Laurel Elementary School,1000 East Locust Street,Fort Collins,CO,80524
2520,5015,7193844467,La Junta Jr/Sr High School,1817 Smithland Ave,La Junta,CO,81050
1560,5018,9706136300,Laurene Edmondson Elementary School,307 West 49th Street,Loveland,CO,80538
1420,5024,3039821825,Lawrence Elementary School,5611 Zephyr Street,Arvada,CO,80002
0990,5033,7193913977,James Madison Charter Academy School,660 Syracuse Street,Colorado Springs,CO,80911
1420,5036,3039827860,Leawood Elementary School,6155 West Leawood Drive,Littleton,CO,80123
0020,5043,7209726700,Legacy High School,2701 West 136th Street,Broomfield,CO,80020
0900,5045,3033878725,Legacy Point Elementary School,12736 South Red Rosa Circle,Parker,CO,80134
2690,5048,7195497430,Lemuel Pitts Middle School,29 Lehigh Avenue,Pueblo,CO,81005
3140,5050,3038577300,Leo William Butler Elementary School,411 South Mckinley,Fort Lupton,CO,80621
0020,5058,7209725460,Leroy Drive Elementary School,1451 East Leroy Drive,Northglenn,CO,80233
1550,5068,9704723800,Lesher Middle School,1400 Stover,Fort Collins,CO,80524
3110,5078,9705874605,Letford Elementary School,2 North Jay Avenue,Johnstown,CO,80534
2035,5090,9708824494,Lewis-Arriola Elementary School,21434 Road U,Cortez,CO,81321
1080,5093,7194811950,Monument Charter Academy,1150 Village Ridge Point,Monument,CO,80132
1080,5096,7194884750,Lewis-Palmer Elementary School,1315 Lake Woodmoor Drive,Monument,CO,80132
1080,5098,7194884776,Lewis-Palmer Middle School,1776 Woodmoor Drive,Monument,CO,80132
1080,5100,7194884720,Lewis-Palmer High School,1300 Higby Road,Monument,CO,80132
2530,5114,7192547851,Jefferson Intermediate School,901 South 11th Street,Rocky Ford,CO,81067
3230,5119,9703584288,Liberty Elementary School,9332 Highway 36,Joes,CO,80822
1550,5120,9704829800,Liberty Common Charter School,1725 Sharpe Point Drive,Fort Collins,CO,80525
3230,5123,9703584288,Liberty Junior-Senior High School,9332 Highway 36,Joes,CO,80822
1040,5126,7192342200,Liberty High School,8720 Scarborough Drive,Colorado Springs,CO,80920
0880,5129,7208892897,Life Skills Center Of Denver,1000 Cherokee,Denver,CO,80204
1790,5132,7197752350,Limon Elementary School,874 F Avenue,Limon,CO,80828
1790,5136,7197752350,Limon Junior-Senior High School,874 F Avenue,Limon,CO,80828
1420,5145,3034675363,Lincoln Charter Academy,6980 Pierce Street,Arvada,CO,80003
1010,5146,7194710684,Life Skills Center Of Colorado Springs,1810 Eastlake Boulevard,Colorado Springs,CO,80910
0870,5154,9708743700,Lincoln Elementary School,1050 Hastings,Delta,CO,81416
